dataset,item_id,item_text_hash,gpt4omini_score,gpt54_score,gpt4omini_raw_hash,gpt54_raw_hash,gpt4omini_attempts,gpt54_attempts,prompt_hash,protocol_version
dbe_kt22,12,4ca221d16637da16d63a097a385bd8d5d553171fb9649d2bef34944062c56543,0.4,0.1,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,13,b1c851c25d182088d5327d0bee0e95097ec8438c4f5e80d95da9099dc39e256d,0.4,0.2,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,14,213d27ade0ad22a2bd35e06d3cb5edbbf2309f9fa9355a9f4e44c402d795b96d,0.6,0.2,b4af4e0d40391d3a00179d935c63b7e15ba8cd3dfa29f218dedc270bd3eb3e79,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,15,9c726e8c923810a853f9aaa196bb25d114d0997a0eae17db2f694558c15fea54,0.4,0.1,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,16,a9c68c2478d654a232c8a6727eda81335b95bd18566913f29a91f69df6293038,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,17,d2b3294f9aaf1332470f91aeab9fa5f7732779c30a87494e6cf832384aed211a,0.4,0.18,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,e6743df815da2b68bf6347dc8821a62d7609faefe384eb3cb7b74782864870e3,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,18,09c3468c45a2142affdb05dd07d7c50744a0681337c4e734054cbe9274f55882,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,19,eadcc445d99e8fde82b3ed475acda3d5818b168c8439e3b018a930ab6a153a57,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,20,c19a1833c300ad58fefcb9b6fd4f942ea6ee63b42ed66d674142931328fc0c28,0.4,0.1,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,21,d590ab89d32a11bc7f4f3f07748d50f862f5c17d964f6f02e542584a4cdd223d,0.4,0.2,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,22,f50efb1c11db67c567f862545c5c0f03094eae239b8cd9ed7083a508b40dc5cf,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,23,69edc60214b7db08c9f6fdea91a1796738afd1e1a78b19ea42d4e493cb834865,0.7,0.2,973b372a514f91db8219fef585cdf81b09196afd7948f5fb1e29c2016dd995a0,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,24,6ff78a4f528683bcda05c3ea0508992bd8344333e2de1fd8c26fadfc83e7bac9,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,25,0ee4306290fa14da4f547e8c9d389e3815fa40e72276064e69ae8307dbe26030,0.7,0.28,973b372a514f91db8219fef585cdf81b09196afd7948f5fb1e29c2016dd995a0,76a5b6c6329b03ab1103eae583af61f6c8191f10dc05012b0a90d74a15d806f7,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,26,3bf1802959fd2f8b8710d78a4f7be13b9059010848869eca2c2963d8c4f55d5a,0.4,0.1,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,27,d1a8ef35bdca3f02c3ac2177a4e8bf98c9b7af63bf90a6d740ec2a9f6bde9f97,0.7,0.6,973b372a514f91db8219fef585cdf81b09196afd7948f5fb1e29c2016dd995a0,b4af4e0d40391d3a00179d935c63b7e15ba8cd3dfa29f218dedc270bd3eb3e79,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,28,9db9ad488a49c9ea55a9b54a95fbb3b8aeb8c7679ce1de05a4f4006aa78a4731,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,29,88ccf6501c10647e27a84cc12b8b8cb44b734662fabdd5d141deff5b15ef4521,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,30,a64e1147aa1e07a7b331731fc6d5b25c99701394b77996c4e287cf2d1e2c4f4f,0.4,0.2,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,31,2472caaff013a3823840b792b32e6204ef56be69041b4ca35a0c531274249c08,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,32,93eb0b0de3dfccdb56d3950e00b811b26f913c1018c200ca6f8997689b415bdf,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,33,a0c087ce69dc2b1b6d41599446bfac84c1563111aaf22f2e4360abe8a34cc00a,0.4,0.1,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,34,e269396d1498acd05e6f481cb213c7d653070f7b0a20f4456b900e8fe9c0b5de,0.4,0.1,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,35,d1ac2181d78e8f60b21999eba40097b554c8182aebda077adea890e2726b3a6b,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,36,3ea66984d6f5253bca48862e306baf0b275da9b4dc09104843325faf22d096a2,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,37,fbd47ff8b7bdd041460d15e71531bb7c9d017bb4e3c95a384eee0aaf2afff812,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,38,c83940d778a7721efe748b627a63768d4863099350ee1bf81f986f1aec432c2b,0.1,0.0,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,8aed642bf5118b9d3c859bd4be35ecac75b6e873cce34e7b6f554b06f75550d7,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,39,5a30fdf411ed2459c9369ed892e91356ca4887db14e345deeeb7da108d8f2be1,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,40,e8d3ed61e2201b49d62a99542500b9833899be491070096ce41f15909887e85b,0.1,0.0,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,8aed642bf5118b9d3c859bd4be35ecac75b6e873cce34e7b6f554b06f75550d7,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,41,b718024c1e836346d9a021b6216f49b24abdfdc96b36c46bcc7bdc809888b7a0,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,42,116163dba4c299f1a392be4c2433944387b415fb5acec9a17a1cd09a070ec6f0,0.2,0.2,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,43,12235f6e24455228dad3e7875f959cdb6242598cf2c65021b3828cb485154cf3,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,44,5554d996400c90fc5de946f69cae67ade9f03573e717ab6b617e6cf04a3f88c5,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,45,cd104182bc86051b5f013f0f296776a9a4f22ed46d9536a6f95b4cf1d84f8bec,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,46,886abfad8d36c0e2b0515b8558cedf2d909984bf0cd8d339e0e271c1b209faa0,0.4,0.2,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,47,7fd23eb8cf7e40d72d0310a16e3e2894904c2f1037c79acc38557484c8ffc2fb,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,48,1e77d2e559b8aa3cd2bb9a0743d9aaa551059350e30b8041a360d809e778c71e,0.4,0.2,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,49,d96a6c7a139e5cb80020d49843fc702969f97693d02173a6a36037f5fa614bea,0.4,0.18,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,e6743df815da2b68bf6347dc8821a62d7609faefe384eb3cb7b74782864870e3,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,50,4d23c4f3794384f2ee28d167e5cf55173edcdd7de7e8f0765b9d9298eccb7b8b,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,51,805a584bc1383064a21c6e7d66a9f77890b4f883aee863f5a8f046125387d9ea,0.2,0.18,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,e6743df815da2b68bf6347dc8821a62d7609faefe384eb3cb7b74782864870e3,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,52,d33c54d16dcc8685c4677d1b506a72c9ac845f5a196663f1596e1e85b191a90c,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,53,22190afe6546d9f65234be00ffb8d892959c78d6dfbcb5443255beb7adbf2524,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,54,91bb39bc05380abec8cb47e9047c2f2df64ab53a2ff4c0eaf6cdd38d549c56fb,0.3,0.18,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,e6743df815da2b68bf6347dc8821a62d7609faefe384eb3cb7b74782864870e3,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,55,33901b835c97f82ad46e84189cb883671023ab1402d2a79ee12c88ecd2c715ac,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,56,bd5c438c5d9a1ee0163dee8da837c8b24f37a6102f8db25df27d908bc340bcdc,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,57,91cc3dd9b7a7217752a0cb8dda79917d9a98245635b1c4a3e202598b66652361,0.1,0.05,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,0602d7c813c1f6e7351a5832730f29daf739674976caba8d9dd955be838d46ea,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,58,7ec6ae5757a4d3967828f120c9eb97cac0c0eb8bbf7de825bea2349df3efc1f6,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,59,3ce14a16d4cc34e1c6c9e6c89e7963aa140e922e90cd640094e88ce0eefe7ecb,0.1,0.0,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,8aed642bf5118b9d3c859bd4be35ecac75b6e873cce34e7b6f554b06f75550d7,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,60,d657dc1d1b1fb9e17fd4e66ee4bb6c03ead25c522d68781cedd15f1c8384c079,0.3,0.12,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,4469f737b2dd804071928d213943ec492df9f8de7007c67001699a846cdccebb,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,61,72e24d0151b7741aa83d4a44b7311a5e4a3d18321b3992ff5c3e4ff60b6cdd45,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,62,ec5ed5dd8617b5fc925b40f665433b6b4403761e2b05e708b52e2516105ba1c9,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,63,1bd89d86c2763d106c25d91fcd4f6337e8aff0f107bd062afa1c180afb04cdb9,0.1,0.1,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,64,49035a3cabf9dae9bfb9a42385519ac951df1235134660a36b876e3df848a8d4,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,65,9010d78d2cb2def2a51417e16d94f565953d6be1c545d10086cb6dc7c8fdf301,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,66,f91448e10c3edd514f848c2275573b7e27d681073fdaed82b8662da9b1132cda,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,67,d603c941c20e964b931210e7d83f66e727f905064a3783490e727a732526baea,0.4,0.3,f3e360d89952f40d3b79d0b07dd0b94f1cbf9017cba5d2a5f8128e4146d6e3c1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,68,f4edf073662187235553562314f8a753a6bdd4b7d10db6280d1428f648f45abb,0.2,0.1,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,69,6228a6183ea66a5315927d131e56de3128eb2756f4f4ab89861eddb373407fc4,0.3,0.1,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,14be4b45f18e0d8c67b4f719b5144eee88497e413709d11d85b096d8e2346310,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,70,9ed39e6078f3b1624671e7197f1b7909be6553290da01e43d8604f71ee15cf7f,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,71,09470300053ca75ea42d03dba68c34219ff47e4affa6fb7720a47b707fff46c2,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
dbe_kt22,72,20aca1f77d9a7726362a6a17a5c3cc12a2c92341e0ac086b481bfd5d70f55bec,0.3,0.2,221764976efe04132774d96b0253cc31434c5261737469324f222621baf34b20,44896b09365746b5f7167ee4d64988a38f7f4628803cbf86224e74eeb7c69e9d,1,1,d99a9645219033e713bb78fd31dc3d74826bf31adf1a0e5977f30fcbda911c35,1.2.0
