item_id,item_id_hash,original_mini_score,permuted_score,permutation_seed,mapping_hash
18,dbe_18,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
19,dbe_19,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
20,dbe_20,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
21,dbe_21,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
22,dbe_22,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
23,dbe_23,0.7,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
24,dbe_24,0.2,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
25,dbe_25,0.7,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
26,dbe_26,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
27,dbe_27,0.7,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
28,dbe_28,0.2,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
29,dbe_29,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
30,dbe_30,0.4,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
31,dbe_31,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
32,dbe_32,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
33,dbe_33,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
34,dbe_34,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
35,dbe_35,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
36,dbe_36,0.2,0.1,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
37,dbe_37,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
38,dbe_38,0.1,0.5,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
39,dbe_39,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
40,dbe_40,0.1,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
41,dbe_41,0.2,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
42,dbe_42,0.2,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
43,dbe_43,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
44,dbe_44,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
45,dbe_45,0.2,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
46,dbe_46,0.4,0.1,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
47,dbe_47,0.3,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
48,dbe_48,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
49,dbe_49,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
50,dbe_50,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
51,dbe_51,0.2,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
52,dbe_52,0.2,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
53,dbe_53,0.2,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
54,dbe_54,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
55,dbe_55,0.2,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
56,dbe_56,0.2,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
57,dbe_57,0.1,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
58,dbe_58,0.2,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
59,dbe_59,0.1,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
60,dbe_60,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
61,dbe_61,0.3,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
62,dbe_62,0.2,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
63,dbe_63,0.1,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
64,dbe_64,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
65,dbe_65,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
66,dbe_66,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
67,dbe_67,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
68,dbe_68,0.2,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
69,dbe_69,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
70,dbe_70,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
71,dbe_71,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
72,dbe_72,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
73,dbe_73,0.3,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
74,dbe_74,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
75,dbe_75,0.5,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
76,dbe_76,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
77,dbe_77,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
78,dbe_78,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
79,dbe_79,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
80,dbe_80,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
81,dbe_81,0.4,0.1,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
82,dbe_82,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
83,dbe_83,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
84,dbe_84,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
85,dbe_85,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
86,dbe_86,0.6,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
87,dbe_87,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
93,dbe_93,0.6,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
94,dbe_94,0.6,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
95,dbe_95,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
96,dbe_96,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
97,dbe_97,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
98,dbe_98,0.6,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
99,dbe_99,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
100,dbe_100,0.6,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
101,dbe_101,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
102,dbe_102,0.6,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
103,dbe_103,0.6,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
104,dbe_104,0.4,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
105,dbe_105,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
106,dbe_106,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
107,dbe_107,0.3,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
108,dbe_108,0.6,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
109,dbe_109,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
110,dbe_110,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
111,dbe_111,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
112,dbe_112,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
113,dbe_113,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
114,dbe_114,0.6,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
115,dbe_115,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
116,dbe_116,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
117,dbe_117,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
118,dbe_118,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
119,dbe_119,0.6,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
120,dbe_120,0.6,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
121,dbe_121,0.7,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
122,dbe_122,0.7,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
123,dbe_123,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
124,dbe_124,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
125,dbe_125,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
126,dbe_126,0.6,0.1,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
127,dbe_127,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
128,dbe_128,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
129,dbe_129,0.6,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
130,dbe_130,0.7,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
131,dbe_131,0.7,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
132,dbe_132,0.7,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
133,dbe_133,0.7,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
134,dbe_134,0.6,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
135,dbe_135,0.7,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
136,dbe_136,0.6,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
137,dbe_137,0.7,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
138,dbe_138,0.7,0.1,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
139,dbe_139,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
140,dbe_140,0.4,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
141,dbe_141,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
142,dbe_142,0.6,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
143,dbe_143,0.7,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
179,dbe_179,0.4,0.1,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
180,dbe_180,0.3,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
181,dbe_181,0.3,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
182,dbe_182,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
183,dbe_183,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
184,dbe_184,0.6,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
185,dbe_185,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
186,dbe_186,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
187,dbe_187,0.6,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
188,dbe_188,0.4,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
189,dbe_189,0.6,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
190,dbe_190,0.6,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
191,dbe_191,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
192,dbe_192,0.7,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
193,dbe_193,0.7,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
194,dbe_194,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
195,dbe_195,0.4,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
196,dbe_196,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
197,dbe_197,0.3,0.2,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
198,dbe_198,0.2,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
199,dbe_199,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
201,dbe_201,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
202,dbe_202,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
203,dbe_203,0.3,0.3,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
204,dbe_204,0.4,0.7,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
205,dbe_205,0.4,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
206,dbe_206,0.3,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
207,dbe_207,0.4,0.4,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
214,dbe_214,0.3,0.6,2024,d859d9aafac5209b34921d3efae74ed5bfaf0c08ab7d2aef3dfc8239d7f937ce
