item_id,item_id_hash,char_length,character_length_score,transform_version,hash
77,dbe_77,214.0,0.0581113801452784,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
78,dbe_78,149.0,0.0266343825665859,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
79,dbe_79,193.0,0.0479418886198547,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
80,dbe_80,161.0,0.0324455205811138,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
81,dbe_81,191.0,0.0469733656174334,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
82,dbe_82,201.0,0.0518159806295399,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
83,dbe_83,209.0,0.0556900726392251,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
84,dbe_84,209.0,0.0556900726392251,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
85,dbe_85,238.0,0.0697336561743341,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
86,dbe_86,229.0,0.0653753026634382,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
87,dbe_87,541.0,0.2164648910411622,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
93,dbe_93,1812.0,0.8319612590799031,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
94,dbe_94,1861.0,0.8556900726392251,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
95,dbe_95,1805.0,0.8285714285714286,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
96,dbe_96,1800.0,0.8261501210653753,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
97,dbe_97,1824.0,0.837772397094431,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
98,dbe_98,1847.0,0.848910411622276,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
99,dbe_99,1900.0,0.8745762711864407,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
100,dbe_100,1791.0,0.8217917675544795,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
101,dbe_101,1871.0,0.8605326876513317,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
102,dbe_102,1878.0,0.8639225181598063,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
103,dbe_103,1792.0,0.8222760290556901,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
104,dbe_104,1867.0,0.858595641646489,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
105,dbe_105,1873.0,0.8615012106537531,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
106,dbe_106,2159.0,1.0,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
107,dbe_107,1815.0,0.8334140435835351,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
108,dbe_108,2113.0,0.97772397094431,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
109,dbe_109,94.0,0.0,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
110,dbe_110,105.0,0.0053268765133171,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
111,dbe_111,133.0,0.0188861985472154,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
112,dbe_112,127.0,0.0159806295399515,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
113,dbe_113,105.0,0.0053268765133171,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
114,dbe_114,133.0,0.0188861985472154,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
115,dbe_115,128.0,0.0164648910411622,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
116,dbe_116,152.0,0.0280871670702179,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
117,dbe_117,135.0,0.0198547215496368,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
118,dbe_118,135.0,0.0198547215496368,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
119,dbe_119,153.0,0.0285714285714285,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
120,dbe_120,153.0,0.0285714285714285,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
121,dbe_121,156.0,0.0300242130750605,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
122,dbe_122,156.0,0.0300242130750605,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
123,dbe_123,122.0,0.0135593220338983,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
124,dbe_124,123.0,0.0140435835351089,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
125,dbe_125,129.0,0.0169491525423728,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
126,dbe_126,133.0,0.0188861985472154,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
127,dbe_127,148.0,0.0261501210653753,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
128,dbe_128,149.0,0.0266343825665859,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
129,dbe_129,134.0,0.0193704600484261,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
130,dbe_130,450.0,0.1723970944309927,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
131,dbe_131,455.0,0.174818401937046,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
132,dbe_132,455.0,0.174818401937046,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
133,dbe_133,475.0,0.184503631961259,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
134,dbe_134,231.0,0.0663438256658595,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
135,dbe_135,232.0,0.0668280871670702,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
136,dbe_136,230.0,0.0658595641646489,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
137,dbe_137,235.0,0.0682808716707021,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
138,dbe_138,234.0,0.0677966101694915,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
139,dbe_139,224.0,0.0629539951573849,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
140,dbe_140,221.0,0.061501210653753,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
141,dbe_141,231.0,0.0663438256658595,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
142,dbe_142,337.0,0.1176755447941888,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
143,dbe_143,405.0,0.1506053268765133,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
179,dbe_179,194.0,0.0484261501210653,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
180,dbe_180,166.0,0.034866828087167,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
181,dbe_181,293.0,0.09636803874092,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
182,dbe_182,367.0,0.1322033898305084,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
183,dbe_183,473.0,0.1835351089588377,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
184,dbe_184,276.0,0.0881355932203389,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
185,dbe_185,492.0,0.1927360774818401,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
186,dbe_186,417.0,0.1564164648910411,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
187,dbe_187,453.0,0.1738498789346247,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
188,dbe_188,229.0,0.0653753026634382,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
189,dbe_189,384.0,0.1404358353510895,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
190,dbe_190,627.0,0.2581113801452784,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
191,dbe_191,276.0,0.0881355932203389,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
192,dbe_192,633.0,0.2610169491525423,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
193,dbe_193,623.0,0.2561743341404358,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
194,dbe_194,308.0,0.1036319612590799,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
195,dbe_195,216.0,0.0590799031476997,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
196,dbe_196,371.0,0.1341404358353511,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
197,dbe_197,306.0,0.1026634382566585,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
198,dbe_198,441.0,0.1680387409200968,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
199,dbe_199,197.0,0.0498789346246973,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
201,dbe_201,207.0,0.0547215496368038,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
202,dbe_202,150.0,0.0271186440677966,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
203,dbe_203,157.0,0.0305084745762711,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
204,dbe_204,370.0,0.1336561743341404,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
205,dbe_205,256.0,0.0784503631961259,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
206,dbe_206,189.0,0.0460048426150121,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
207,dbe_207,203.0,0.0527845036319612,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
214,dbe_214,397.0,0.1467312348668281,min_max_over_166_universe_v1,280e98d48dfc19b903719873d58f25b839d3cce6d2562461e13f946f109fe9cd
