item_id,instruction_hash,difficulty
47,da19d532632e5c0c9836f52869d0411180c6118f95b8e9b2f88bee8f34e53279,0.4
48,20e1afbc350437f439945bde30aa313c72f97c481a8bb67401e788ef312b0e6e,0.3
49,607314394505b5b5e461d201903097d9202dc973d46b28078f3f957853746a4f,0.3
50,4af0a5bed6b25aaf93b3e1ffba2168d6f8942f0666992db1d74eadb378ebd6e2,0.3
51,0d821abd5ff6387beebe8e03e8b65d7d60b768da13413eead9e6040c9f308df5,0.3
52,79d22cd497d2e1bd6905ba5ea29c7c590b4b150d24febc9958bbd123f40cf0f3,0.4
53,bad56527488a7788147dfc2f634e00b66a9b96c1381fe3b5da7a63afd842c5a0,0.2
54,0483f22415df4974ea7a835bd7aa7d80ae6cd41c0d70ec27518875a1579d8b3a,0.4
55,1d318f31b8bad0271e0940be261285d2d7b4f4b74659efdc1d3496f127bf0494,0.2
56,3e5339a3e7ac9ba5923c9815da5d33891a6fe3fe6d1ea9c31b31d4f0824b55ad,0.4
57,4f8ccc903c83707d163a18a5e716de197c3be37fcb1d8020acc88c901959f9fd,0.4
58,e250bc2e7b4631f5654335e1723195a7ea22bf2948d958ba2a96238853ee8de1,0.3
59,97b86ce6c3aa972c2abf929bc49c58f2e2f4d44cc24220769be526cd33dfac11,0.3
60,bc92512896f69e7fd50d8bc64a814da21f4cd0b1a7c17166e860b3823c073cc2,0.3
61,3840506784b776d0bcf27e1f15eee09efb42a1e3506cc937b914ab3d72e9e309,0.6
62,e57af762e52f0eaae7314cae0fb518e7eae79a729b3d31832ab358036d74841b,0.4
63,ae6965410f8e9e8a710e87cf4d40b49de984937ef0881e9c914ed10711a1df56,0.3
64,01a0545c22dc10a57b33d14b5d726669a9252fda8d8a5b78a21fb40e8db6996a,0.3
65,d48747fe96f2dfe0dee4a7284e0be8f24d495f550f7a9c0819c0e74ea420aee8,0.2
66,e0efbdc0b56d61fd49894c0379397faaa0d8e08e0c4d139d2375831bbe033e68,0.4
67,9a2e593195f9e272623b51abf9b34bdf8d6939d63b05ed5e080ad8c01432aab3,0.6
68,2050a535fd69a88a63e9bb463efa1c580254c1b09eecc48aeee9f398a5db9cfd,0.4
69,39a5fb6057cf9c4c16b4f7261ef4e22126352be3fe8a2f2e73ec00c55f442ea0,0.2
70,39f26f8a429fdc7d6da7a511b974d7e3b4a61dcaee99a0bf10de6c773bf39089,0.3
71,502ffb689332b8079f4f5e7c2b5802973ad560c4f41e3af953e29239a7af8995,0.2
72,0d0539ae81f0364cacac73ccfb599ce9288a6eb7024ac9e45cfc4492224e2201,0.6
73,86ba5b70f686721f10c984b1c9d0f647ffe292e03fb9640b0587817c9b692523,0.3
74,b5a344d0eb7335cd922fcf39db8cf7ec8dd094cdbd5c658b79218c1c09081e27,0.4
75,b384164045eb813d680c4f4a738715f5d615b01498517b885af5ff040e3ee933,0.2
76,78a19fb7a7c362c44a098701ace9d6954ce8321d6d8f338ed058fc3bcc3c006a,0.4
77,f8ac079613e10824401afe9b931c6a2bed7b58b9c6c1f00f9818c0a27b0d1bb6,0.2
78,d702bfb092474e75fa857ae341aa04b08e76e2238a7ee24ab3aa7efaddee7b11,0.2
79,affac4f5c7e9c1b028d2ce61899565ca695d37bb8c5c7eb54d0bec20f76d3e45,0.1
80,0437cce94121afd840a2155d9518f0e96f8bd04adc1cde68653707dbb8c52379,0.3
81,5c1e4dec2e8829e68fb724032897870035bf18b17778ce7a375f00a522c21a0b,0.6
82,c7b34b999ba8f6917444eb8e3a7d701128e8b3d35339857dbe1c22380f651235,0.2
83,a869e44547ce2413df798ebfec7fc4f572cf3a4ab984eb011833b3e431de070b,0.4
84,111d72db39e60e494d6bff18c61dd350e00b8adf1bfd9a2c8386b9802c10597a,0.1
85,64dfad66336d7e34ad56521234ba83839bec89d950115be2832041ceec5780a4,0.4
86,4e78856e0b87bb29e355c5f06f42d7dbc13d221da57bcefddeaad79de0156d84,0.3
87,c608ebecb5a9d635a1296c8d676be06f0385daf0b02dfc2eaf623ec7c509a729,0.3
88,c7da26a5fbd96d437ed512f41030149e57e1f7c4fdf22ae74994d093e606589a,0.2
89,1d58b8a27f49e304e475d924314c5eb6b3f2c0432fbc9a13e24f9c752624895d,0.3
90,b21cda34a259804667901f4aaefd1e35745ce26f12692d3f2b4a55e1636b44f5,0.2
91,54b50c43af1a13246e0187b33241f2f12b269c8ecd08946f5432bda1bceadb74,0.4
92,bbea436386b91790ddc0e60cc82090242f5155a6a1d6310da8a4198b1011b8a1,0.2
93,e3d4f8a2b1d9a8ef694ff609eb6aa4130b56b1869d4cd7c37e81f3a3337d0549,0.2
94,3dc26cdf3d4c97ff1de7edde9140ebcab621bde5dbb72cc285b22b748639eb7a,0.2
95,7861bd5e419863a7794e3fa0bda6bb0d0c319d9831f6488d819a93b09606cb64,0.4
96,d2c11df4b5b0d5bd718eace816e4ae73c56deecc2eb2348937c81e9adac2e851,0.3
97,191b13d81ace34899ac09b39f3dbce531aaf45be278086dcbed2bd80614a09e4,0.4
98,cf6a0248f1efc189f7252c214932ffb1c0f594cbe89ecfdb5471409783c8ea66,0.6
99,37489ff34a9cfd1b622547c1aabe7765a994c94a463d1c945a45930714184f5c,0.6
100,1b01ad31f11161f66e79e2e86ca2da26957adb47d432f604e0ba90fc143363e4,0.3
101,a21beba226c1f77d93006bac15a0e17b9d4f4264b6a8cef33b4b54ea8d6af7d0,0.3
102,d371ec6758742fe20f9b34502b94b509ee6754917f583593711be656662614bb,0.2
103,982bb7ba92ce3a552ce799f7476802c38876943159768745459c505075081d87,0.6
104,a0f468445747eda8898a71605cf0f8e66f8cad882c898b2e80f6cd750a860b41,0.2
105,35d7a05890be497ed8e1d04ecf36d8c3e34476137afbf9d242073039c9cdcf16,0.2
106,3b6be0d5277f009bb3c6bb587f74b3ce32486b89a729fbf2d78ffb40b87da64d,0.2
107,eca390d3f9873c4f5b1db8fd3f8593cd6118eeb52fdad361b4f1a41fd942fb9f,0.3
108,e2335cf29bb6d193071336ed9610111ceae77a0c0fd52bdaa3bab614ff1c6b40,0.4
109,e27ca73db5849405367d1ce0f3d27265b92de5691a8b8eebb56099f7d9b25ddd,0.3
110,aec39b6dde736badf0400ce7bc21eee4e25e7da73c5d8a774bb3cceb19c87fa9,0.3
111,2ab322dd44a8b70ef500a34065d57b288b1f6d4bed67ab7cf61a18791eb457b7,0.2
112,70a740fd442649c25c3c7d890aaed065cbb97ab3c9e405ffd56de123b79d013e,0.4
113,8312a7e5da66285eeaa3bcef1339ac946a1c5c6fc489b76706af16c9e9f14792,0.3
114,ce87f553b8706e5631c8d1d6ace86e579690ca4b0870f1faaebd050f551c378f,0.2
115,279f2da749bca30ffbb0765c15a0d040fcd9ba85edfce5e7ac59ccd83c2444dd,0.4
116,7130063dd581fb55264610fc165503ad0e3544c9841e65985a668a3b35728497,0.6
117,86c86a59a2f80d93df242a6c19033178886517e0079b1ace29026342a9203586,0.6
118,a9b68e9e0d4e93ba9d12c08b705f23dc11002a2233b082deec145bca3b0c9fae,0.2
119,1f0dbdaff0f43cfa1f71574d82e902cb2a49bf1a2a346822a505c0d5987bd755,0.2
120,023b2452416f6eb5ab32df5af5539d5bae41751226c971f5316c2e15ea723cd5,0.3
121,0266ed8a4e87d5e4897c51753f359e61a105e4c4fe9aa006a4ed678dfa956fb1,0.6
122,af63656a94d9e333d6da30b1a7007dff4b9ad6939f1115741255c8fbd6a49fac,0.4
123,3f92f5277f84235714b771aedb40c1e0cc09f9859d50586c1bcfa08c49a14fb5,0.3
124,ec667b44231b04553a56826a3862baa1329ad480af75f1b721674f154c5bc150,0.4
125,f07451d2d4a66ccbf2ab10692b065e597e7e9ac61f5a2a41d3084ac1dc6695d9,0.1
126,887d23ff9c8f614da3fb354729310c895ed4e0aa84987e32467e7a99f2c80452,0.2
127,d96d60efcf9ff6488a41f888d8f68b390bf6c21da504ed4a9fdb9ff6e7948e89,0.3
128,e58af8232646cdad0d3f8cf8e142c129939cb8a643afaf16b49020ffab238be1,0.3
129,0185c495177cc7b3e33733644b5bfca0f8e5ee8eafe34fa4af8139cc364ce571,0.3
130,6840f97efc3986ffa92e3b07d291d4e8a9c849d0558244fcca3c7ab6c2191573,0.3
131,67741235f59cd6a45009dd9e3664df72fc367dcf6cc75399c88d865101430884,0.3
132,35475865d2a89416e7b88a1589db390899e612874b2582268e2b7f6922fd7840,0.2
133,fb24b66c2567371146ab3293fba9e99e9e0d6d5b60715413f0d47ff444dffd60,0.4
134,1b4f78d0d9887d5de5ab5905b156e77cbc52e71fcfb53b886e1845eb92214566,0.2
135,3fb7b2b7c18e962cc94884c9ed5e0dc898ba48a7e3888c03542fca278ebf4e11,0.3
136,0cccafbd62c40e386c71b46b66459a67bf0f922e00b2ff66daf0cc71e0d8ad61,0.4
137,4da88eda68e7b53232f916ab887bb8b84e4728a23d527b96312d95c08b075580,0.4
138,1539103919ddb3d8e8319a3495dbf04794e797570fe430950f1ac670243f2706,0.3
139,61292c3f629ce3a6f9ac8fd35fc5bfbcc0774e71de6236e6e2583f76a9b941db,0.2
140,48bad5ba9a97e2f5cd56e20e60c09ee603104682b2be29439fcaa9469aa7f126,0.3
141,3b349fb5298deb11d7c7c29e43f179813b9f41c646a0222f82c9ef19082842d4,0.2
142,16f80baa6c538dd34bb1be2f15505d5a8c7583ff761b56a1efafb994d4d374b1,0.6
143,0edda5a6d59daefae64b75ea88a41ab18ef8ea1b594d16bcd0511da60b67534a,0.3
144,194bb39ac7e7af5edbbad00386fff47c3b296d33db8dafe7e9d42212e04e4789,0.4
145,a87ed3bf2e3b9272ff4ec902091ef6f612ec48b0c602f4c223ff2bc51aa209e5,0.2
146,32241b4a19963787f98e9ee6c404dcfe20e9a597f85d1277e8a6258ba049e452,0.4
147,dbaf64fceb8289979c5091ff18b94c3f45076b99241a90415b8c64a6b5edded1,0.2
148,1a49dd8733bca93a40c91bfbe9e48f9ffdd1c7b940edaa895212c06496d0bfab,0.2
149,7319cbf27953234b840f8f7a13154e3ab8bdac3f9457b2d7f3cf02bc06d3c443,0.3
150,49673df393bce538cc34e6d27961de8f7fe258afb311863a73c2495375d6a3f1,0.3
151,7e9d616adf05ccf156805fa0453aacc1b2d7d050b97757ff7b464cfa7dd92b70,0.2
152,d308b549ab7f33f39c57b1ec053dddfb55ae30f0b876927d30eec3791d3af109,0.2
153,2f4031b2b7d88ec9f47022099204886ab92d5148c63d91a0f21e8566a47248a0,0.3
154,5b038b16b592928decdfe1122209a9502062067e5ba1a11a9a95a92dbc21e114,0.3
155,ed29f7c0fdb2ccf19ab686f4c0f42076d3b0fc66a0b7fc1e3e9d1648dd1e85de,0.4
156,53c5c2569a3af60b9880763e7f52df2a147e8194801f4af5788be12fe8208c45,0.4
157,2ef55d795db181bf2c51d83805406a790bbaf089b575b772c2fe358a7d0fcb15,0.6
158,60f2bca4f35814415e9bf7479cabce1c17032ca170514b2c9cdcda90ca8daf17,0.2
159,3fa7529fcfaedfa4e95df536f17d3688f4e68785f4a8b0792568b440a3f9fdb2,0.2
160,5852886703b94f99068838d167cbd5730ac64ff1bda174ed8747bcb76953cc26,0.2
161,c13a3e69fb4c30469bbdd1ff9d4840592e3b34e1017c16441ed56fb7ca1d6461,0.3
162,27b443b898ca557bd755c82ac2e1f7fc72b7befcf9a601a2b43a939fbbdd1fdc,0.4
163,a42a72916a3eaa723c99cc3f246d49234cc636283ceef2b4d2ae5995f3683e04,0.4
164,03bcd913bb996151656c1bb267f2c77fc7209f974c6d66514fc5906b4e7e525d,0.3
165,037180ce12b778c3f67699074697d9e3e9b0c3ad909b5bd0f7f52024ee95f2fc,0.6
166,d9c212b17c0f4fde831f8b7751e70f4e302a099ab05332d438d4982bfa1c1fde,0.4
167,549d4ecc6508ca0101d0510b9247a6481f97613933e9002a5d0cf0829055227d,0.4
168,a46fe2341245866874a3eb517deb66e16104313dde15803759426bd2598acde2,0.3
169,e026b0dfe6606b43c218617cfdeed18370569d1fe4addf5f16609d09345a3c22,0.3
170,b65692e49a760b5d79aa8bc9b394d146350552e2d36991a826e0b05984791286,0.2
171,24117255d015f3a34c3d667c1a3a57385a30ffef930c2a4f1bc380a901f836e8,0.2
172,e1122977bf253ec4e4fddff3ab6f2f8f2b9006128dafe81f7466b1bd62a9771c,0.2
173,015b60947fdb85129d722e95cd9c1887a4d1112fc024e79a6a1d8a901269e90a,0.3
174,e1d48784b445c39eefc9a104d80dbde0a3e8271287d0d9028b641b0ab2b8b880,0.2
175,bed3e813c6e0cd13c4ac34371f9a9674e335c33009554b778633683ca83228f6,0.6
176,8b68ac3a5ee45606ee2061d665105962d9997f2d793134746b9eb27193d11608,0.1
177,8e13a537fa9932bd9d46001b13015a7ee4fd4c4b14b99915fcde7d0500cc6f80,0.4
178,1814ce91ea891ccf1b72512d0c2641f414c78dd16366e55d27729183f22fa295,0.3
179,6721f4746775e68ef94e0b1b30aea77b9cc8ec244f0b7771d6dc38c5b3ea1ec6,0.4
180,d97a5c9ee51fb6a9038d9c02c58671e501124e86d345256a511a097f644d22ae,0.2
181,5522c6a7128812475839bd97b1743fd915af6dde5e101d55ba74937b473e7550,0.3
182,c68e49606f07642f4d09086174d6b2198c361528b1bf5be8c28f640b57bef029,0.6
183,3fd976ac6f8fe138c23aa108916a0776b023046478076ae5de722c839288560b,0.3
184,847ecd7170e23c786fb3b6e513d0ac485b03a6f4e779b2e5bdea5a32c50550a1,0.3
185,4d31c2dd0c9b71c0251f30e6bfc8133c7a6f4371feb3e8f45ba91796b5d0834c,0.2
186,76a3db9ed3d2629c66bd10bf6984b4d6226a1335c31e58372bbd88598908ab33,0.2
187,838f18b02fb1014b5f008d51a323180e2f16ddd7f16247fbaf62d1f615547a4c,0.6
188,c94cbbb1b0297f0474b68ae3daed112a81da8b234aec0d86f68f3f96d5d415a5,0.2
189,e62be97d41a011ac6ebbd961df15f8e72d09ae982d946636f6b771a78a9e8e4f,0.7
190,dac1827c070f05ad9e36067aed8d8c32f436f527ad06e7cf90b52eb77bbd984d,0.4
191,583b3a0016ffd85c7694c3c50779ff8a0e40e0212ee8f2d6727a6942a30eb4f2,0.4
192,4307427091b71f6f2c06bcd1929ee3e0a255cd6e0c6ac3da8ed4f51ee054a975,0.4
193,5b05ef609031715a507d8c408c1025d7e12c32a432c74c514ce2c8d312ade514,0.3
194,1d534a49949e8e366f510b850780dbbc6ffd92f043171025d9d8af93520753bc,0.3
195,79644ad185bf8665c708dad2b3914182410b43ab29a56daea3bdf11632fcedb2,0.2
196,46d7f44c648c9db3060aaf63cf2b231087e52299eff2adb6294226cb38f73f18,0.1
197,65608944b45bbf19d3736b1b2098d5ade2359d51eede3e782a853c5500c9fc7a,0.3
198,7e1b2a0e13ab26984e8584c131c4744e09006c8ddf2952221c8a43159ab7513c,0.4
199,7fbdca13b8b7e8b93c115fa5a7d2d5f36150ec2332ff6205f1ff932fc5102629,0.4
200,229e7ad7af53461d1e6d650816e5ad29d3e57d48799e503731e8bc800be1afb7,0.3
201,cccb565ecc3bc03a5bada1f58f3a83943f27f4116e139fcaa8a1b3e6fa9cf935,0.4
202,62b85c92fcc69c8c46e8348e8a11ccecc673f9334b0cef56c745f3cc99d2ab28,0.2
203,af48476e29030d25398d5a23af8ecddd76944cda15a5a3f9e8c5844bfa337f64,0.4
204,1c4d98d00d42d015b7efe2740d3be136291231425827dfe403044e63b87b8a0f,0.3
205,8c49e851705b8bac2db582cd576eb7c3a5e1fbf89a235c08eef4e5acb7c04843,0.2
206,8a47c38668a90b395f8966e6f113c61c988ed3383abcdd8f12031f217e4f6100,0.4
207,634fc001cd273608cedbfe6765df3e4aad678decc2da17ae05663088f5d4fde5,0.1
208,52022233e8316dac86ff8bb164b1a4b8962b7c25d064cdad88cb101cf1d8ac31,0.3
209,6be2f700ee28796113fadcc3a2f4fa0b446cb4fe8bb5bdcd393e7d419ec8071e,0.3
210,c169d86cec05612f1bcbbffb1eb409f5f742e02e50f05b03adf9fae5606bbf4d,0.4
211,329ea6686c283015d38b30b2458ae693fdc41a871db345b4ad5076a621813c8e,0.6
212,fdf7f2ede84d49b43b7346e47ee56b911b217ab2b4967ed155cb75d614b85e9f,0.6
213,1e2c730904157cc5dca692bfae916a47b0ab3e09d65288b943da03a4842201cd,0.3
214,1b25c5654a33ea43aa5c10db0b6a88b856514637fcdcd336439b6c986aa12c00,0.2
215,7db237506e1fc48bccc269678a3037555c326c01c5f86d2bdb26f4213c6dacbd,0.2
216,7b1fcdae192847700cf4d95f4137920ce9b5ee77da43ea0b87e37019e8f4bcdb,0.6
217,6fdff38339d5194df44d1628b4442e73967b464a5ffe9631a7b93407b0d36d77,0.6
218,b18c876b8100b75d6cf75957f966df1235e04ee9430c82eae3e7a48452de0c40,0.2
219,cc21b8e4a349766170d20d2139ee0f7f5572e4196da663af37b7f84c366258af,0.4
220,1a1b8feee07655a0d2b2c8c69b150ec5d6abe6d7158f39cc6762f916a5a19de9,0.4
221,0427ea12a8156088448c9dbf3ef8e14e4c9a9117c6b63ffe166b08bce849fd87,0.2
222,c91d1c30af5f9f8f46eff9fa9035072fcc3955a43756ca829f41cdf92d0f6082,0.3
223,6b075ae39723aa60ad2b9b0ef4e2bb0814a486c02a2c77180fdc57ce05eec03c,0.3
224,ee5e9828e35d50c0a22bbed982751c6d26c1fa2af58be4cb9d81629382f6a354,0.6
225,cd85f4303586dae8ca140db455d6de79eef9daa8027c159f4a1867fdc4bce628,0.6
226,7954084c07af7442ba35a78a391226596439c69127fc4366757ed7fec67b56a8,0.3
227,9e34cfd032cbce6939b9f8d837b26f9d60eaa7c465c808f73d480eec9de19b57,0.3
228,54aad70e037a7e98619f7ddef21c1f53efebede96c2c74052b796eb3de49a666,0.3
229,9e2f7d15192a98deb90335061015809b6e75501d3d7119cc0fe7f1e99e0cd1ca,0.4
230,cf08596b7443928180db3d6b01be9235adce22d41d0f521596fe34454c1f7854,0.4
231,d8fa50536e9c604012867be590dac2baa811a1f391c31d67eff6de16c80a1fb2,0.4
232,45640063155103a83605c2f47be2a8a17621d917d0d6a85e6a62fa18f5d6757f,0.3
233,d68552c749f5c5e5e56a48200bab67d9c3a18d88d2975a0b798d53e06013a071,0.2
234,4a1fb528df2b41421bc601bdcc2bcb9aee38cde85e23769028388d83b57aaebd,0.4
235,9f054a501ed15d6e115c2512ef25c490c8ef4d0be120f69b6d3eec8a69136a00,0.3
236,e9d307147ec3cccd731990fdc6992505decffad3fc680d300c2706fef033e5b5,0.4
237,e6efd89bfc7c57d16c3d7c2bc7c1ca13aa81d5bea203d19eca31cb47dec27bab,0.7
238,93cca9b1d752cb17de502dbd71c653250346e70b00f74bb8071445b9d58a4916,0.3
239,c7e8c56566f03cf0cc1c400d0e582f1344858566b8e38e10da1ab1863f75928a,0.3
240,7f9627d088bfec67d1a8c7affb747529873c6d1a7214e3b6366d3884fe4abce8,0.2
241,d12931525eb9794afd625c31231e8b2d5582b56685fd83317a8b71eaf254cacc,0.3
242,2b93021061338a3b7df01a2f6157decc5b1c322d56a2f8cec058270def09efe9,0.2
243,e334c304c7fc11aa1e57d4615f219ca3112f84ced0cd91cb59d7c68a7363e051,0.2
244,e68df25e9c45cbaace9ced4839ad09d0f5e5fc1004ffb0b91cb4c3c9d9b60576,0.2
245,2f4521a354d7d5cb47fa38131374357c523edc600b23f6a59aa41f81afda2a10,0.2
246,7ec78a10094738a88319ab2c73015b518c097c23a331a888dac08c335dccf4c1,0.3
247,d822a122598fddf2f90731d34bb49c5b53c3f73dc6c977dccaa73aa76af59b09,0.3
248,ea0708d5d954566727f58191c24d8cbb12eff3855cfbb6cc09b458655a1b0cb6,0.2
249,8ca4370f4a32380d01759982aa75ab1f6a51a1f6d57bf57e4bad92f8680d28fe,0.3
250,826469d4c69d23a9ffe6bb3cd21dccd305e8586d3056b103c7a05e9787466666,0.3
251,7a986dbf0569c92b1af6463d9a437098a223f2d067252fc0e82e7a045b9885eb,0.4
252,4d7b09c7693ffce898a3e396f96e995954da6b93a1c5518c503d3f302219131a,0.2
253,d90e912113f0cafc6751ed2d80989ee95cc01407248d687736fd94769af587cd,0.4
254,e4b35f9c5cfdfafa1a362bbfa8c4473adb6a1f4ea589d68c74cc2319817b6aec,0.4
255,cc4a9aef81c5b038be072ef52d71b386b61d7dace1ebcdcc83f65f981d27f586,0.2
256,e4488737feed30d15a30a5954d17a00b9830716ef672c5e53991b67afff5ed38,0.4
257,03fa60c56cb6fbc76a1a6acb7b09990328dc1030691bf7d010ed0162f3a500d5,0.3
258,6e62560d9d5da1ceeb8b42d29ab4e1e316883806cf96690bba944ebe3d4a99b1,0.3
259,291a3d8e4d929e806b118e930ab9ce8adb5efe755816ebc1e23c6931e75a17e9,0.4
260,22a689208e8d5d37503b80820f47aa769f86bf7cfbbee19bcce974ec1cb6712c,0.2
261,fab16e3a7022e2e27a0c1329d6802e6dfffd81154533a45135d3384ea64ecea0,0.6
262,b696b97f7c71c4d60c6de0f134d48b1a70d2f5117953564a9f002dc8b3b6d911,0.4
263,10abac4d273cbfa283e9cd97da1874c30ea51f0679024ce493cc38685bdb558d,0.1
264,9a94811da19885857540036b3bdef95e58ee19cf632834cd391f93f2c320148f,0.2
265,d034bab3019892ce6766ae52c99aefedb0ea38eee6a6206f83b4c7557d1f57a7,0.4
266,09c017405e7219b65a12be2ac28b81018429c796222252555c4a3713f6be7a62,0.2
267,aa19d6bd780019e98ee0a6a46f4162bf9a51e1766142ecd56bbdb7a8bc77457a,0.4
268,1de23e4585a75ff6523eaf065cd43f303c4bc229fac105298e7cd2a97e1c6dc0,0.2
269,f7ceadcf49d59e30924e159d9a4489487420eeedd7813a520abd5434c12bafee,0.3
270,9aa375de4489822f754903428627e6f38217dc189f57e7fa656d5e3ce8eb40a1,0.3
271,f8c4c8a32b93a28dc3290ee053e72882e4f9a2b1b36b56483076283367f8bee6,0.4
272,def5f9b96fd94c5763f42bea6451fae1ea4f3649dc2aa2ff681b85fbcda158cc,0.2
273,5701afc2b5971260ca4fec866804c632ec48c0fa58ff4e5000610d1cd9e3f180,0.2
274,93f5ecfe410b5c47add049e6f000170f90f2602771dd2cb07c66627c76cf68cc,0.6
275,3feb6323937518e1c467155ed1975b47f5a8ed2bc633177d7e772c417c9b7765,0.3
276,31fa53dc9faade0cce708cba970cc19dd006efd452a75af7a7e2b551023c67f2,0.3
277,a39cde53917afe3fac6298b82d7f9b8f0a36768745f8a6201b4eb0cc579e45d2,0.4
278,710a6e9b560185a4f28307fbb4085abfccd4f1d1131eb8bcb33e5b0bdcaec52c,0.2
279,ac421371c6d01c7f3217ff6e19abc6a69f3c4957c4fd9e0693c8e853d24d6096,0.3
280,44af1ff00d3e57bae8754c906bb7d8d9cfa24c7f86ca460a00b884fca1f21bff,0.2
281,ed556c6d5aeb27e9cd43775f689674635657c9da89915e07e1d551e49ce35c07,0.2
282,45d787bb8e5ee9397760ebe27dc00aa884fad7219fdd264189e9ff7ccfee10a0,0.1
283,8b82e75d791b0f0275f7689d9c537321b752ac0e571f6f3ff650e3091648d91c,0.4
284,6f4ba5e4b8686cfba787deb05e0ec5cb11fc5c3b5ff987bf4ce424cc17a7916c,0.4
