dataset,item_id_hash,source_content_hash,n_models,has_duplicate_scores,join_complete
xes3g5m,00cbbc0070070ca30b06e7b79fc4d6ecd2636fb40642be436bf658b4f2aff5a6,a7d97bf886683a3ba1cce96349d920af68bc6a22c2ae967c3f3c92dcbca2f76b,2,False,True
xes3g5m,00cd96466408e600acf111d80ffce723716cf695deb74b7f325d955ad1bb0340,fbcd9ec02788ea49d8cbfd6d8ff3b8699c8681368fcc397ea3f33cb5dd0d3e54,2,False,True
xes3g5m,010cbd11579a035e8436a766461f37c18f75f0dabf26ffec6ee0a85347521792,07f6a3733b10506bd5b562e4edce568de0932b93fb19fc342f619b21db57e4ba,2,False,True
xes3g5m,010d183895b6fa363827ff85a3c7d3967fb71a6c7948dcb89e2cc98c30aa13e1,06fd8b630495e1bc14b6642e6110a7b85e583ed4a52b827e2dbf6867b70d0b92,2,False,True
xes3g5m,01112b8818bf631d1aa839f80835720d10599632062fa3d78ef860b6cc7d258c,001b9e89ac85f315efcc52befb122171fe701606bf6f64aa473a70e97c9f10e5,2,False,True
xes3g5m,011a3e18855e9c4b465fc8f73ee4ca4c29058ec8c7126bbe02d219b90c6e06c0,8a18295ddeaf6d451740962743bc51c65384a0290f68477277c7c1b0ae3d60a2,2,False,True
xes3g5m,011e9b942ef19f84835f351aeb0f3fd03e49bb511f625f5296b4a3f506910d47,f6741cd554895159e265c2fd957bf501f8d3ccb6914e5ceb3eec0029a414fe94,2,False,True
xes3g5m,01545df3177f4c91eb5c872c8d78f8af5c555ef72da3c0395b1f2ac2b70663b7,a7bdca79d24c31b3eabf378bddc3d09d8c8eea97628bb5056d2fc3b68af08efc,2,False,True
xes3g5m,015bb22e147c6a48176173415925fda7be919626903a538813cc273f29848c50,925836414d213ce3f1b4baa1bdd4aec1766a353f18a4b22d42ecebce3a3f1d82,2,False,True
xes3g5m,016c4f5a704f1ded90b530c2db4c0d33db6bc8454abd7396522179582df27002,25964881f75be22b471bdb64ed2ce93daa853d6e76195ae0fde2340292979adf,2,False,True
xes3g5m,0172d84b65f722ea5bf3f576b9ce836a145289d074937a795513fe4204451998,a2a55ea3a911efa25590acf9653a6c455316997c78ffff1b0cade72374e11e5f,2,False,True
xes3g5m,01842b4a02eae1192b396b26d1286781bc6b2221aef3327a34ac5839ed8a5446,843115f4122d7e773e7cf2bb824a9828983261e9cfe8c13ff35f0133aba8be18,2,False,True
xes3g5m,01903a718e82f5269f2e3e45a55a3ea961795657164029cf8cb7a34775814472,0d1db107b9364e23e213f4c602828a9a6f4e9249212eacb30f9059eb4701963f,2,False,True
xes3g5m,01a02bae666f470d8f8ebf5c95364cb3efd9bd7b7b44eb249b155edb98314600,c784bc650bf218e921bd83124dade44de2f71c5650ff5dc3dba93c79ddc6115b,2,False,True
xes3g5m,01a7ac816a7a7b6e59f47c092690427db3d933c9b1229913c64eea580f8386c8,e1e6b5c02ee194ca02a07fc15aea9cbeba8849cedf7d165febd7b6705e70f678,2,False,True
xes3g5m,01c3f2ceb0142d893203c5851f7fd3e938d6bbdf55078f877f8f0811265db4bd,c68d37cdc869c175cbd245c42d7e0b7026f6f775e02ba893cf0bf09830bd02e0,2,False,True
xes3g5m,01c7d96af58dfd6bc726e4537a337b94219a2d69a05d9d54f18fd06342f54b98,704cc31bcd2a91b55645e791a4ff5bf65f0ae68e632823644e72995f55b36575,2,False,True
xes3g5m,01c7f49ee32cc474232ef024527ca15cb25c1d80c50b5c2fb9c63058477d355e,dc6b30d749bdcaf41b39f389f60233e3739cfc22575d3b23443643f3b303947b,2,False,True
xes3g5m,01cc4b71b6a1b40effa4ee58be6dd1809dd2278ccd498040d0d36847604f0bc5,2311bd49f7225169719ab6e6ba638e9a94d7366f6add453cdc6f3740f25b0e44,2,False,True
xes3g5m,01d28098e64e4f0a545f881da2ffc5e09c7e52451e3b62a27c934d5788c3ceb0,c225077cf14effee54783f16bbbdd6d8ab6c87e60cd7b7da361072d766fa4c3d,2,False,True
xes3g5m,01d6b91fe19076b10dc9799e2ae099648e30bd166e0735f4c32fa3f71cc0dd31,7e22fc94cc886f122ba5feeb09cf70be76fa697ce778c1b862141f1c7140551b,2,False,True
xes3g5m,01dff5f67b1b92bb9eee3783e84f74d05d77271a1792e244ef9b54411619ae07,8353a1d771530f4ae2e0715c37134deaa91fa0d9c22fddd2863a3adfa60902a5,2,False,True
xes3g5m,01e1aaf9d4d56d5e0dd8f85114ceafd9ea34bb3f44e23668477b30930553de66,43351cddc778b1f177a54009bfa07d881fc05d85ff5ea27b6b0052e1ee35f391,2,False,True
xes3g5m,01e3963fe21d0da7e72ddc881e578209a773593e4a9dc3e6c59433d5a3145f46,19ac7bd407e5d9477494148d3e02a784cb4200db7f838719406a7b200d6f6043,2,False,True
xes3g5m,01e45dd797aa3a765b36212566d09f6f726d576f47bc852f30e76e1370ec8528,def32040169f2ce81c104569aed6c26649efcfe3300d9b3ed62f313138110fa9,2,False,True
xes3g5m,01ecac5fa039b26ddb27b8a8d7853dd586d82b962a570568435af056db03ce8b,19d965098b421af7586af4ff538460bdd96c8901675646f8a7ca4b5223d716aa,2,False,True
xes3g5m,01f2f1c23df497eaa33b25fedae0768408ad06fa79c061f66d768e4821f420fa,30e27fbbcc41fe47a92f60fce2752164fe3f45916dda7bf9ac04031566bc8599,2,False,True
xes3g5m,01f5e85aa049c0dab49c6bc638dc7bbaa72ee2501aef4b117817f19e172e82d6,5cefa4a7d176dede3ea7d6f5463aebcc99b3fcca5c6c14b480571674c27916a2,2,False,True
xes3g5m,020de25a3bd6f769e7b607f11be9f4b3ad22dc3a423a581972aae987afa04b6b,c1c8af9d719a425d96c932c036e626adac7d9845c4eca26841ba263f8d8e648d,2,False,True
xes3g5m,02231557021c137599e6d5b118d469aa78c2968d473a7ecff42d831083fe6f0f,72e59da68924e2d223fc7995a0dc18dec61948278d3a898493cb6d8800f581c1,2,False,True
xes3g5m,022bc6495e86293c9d95f0d22ede3871300862b9c4eb053130274b7cf6a811dc,e51bccdca784a4cf0aea1e739948181a369edaf1c8f9612e6b832d5baff02372,2,False,True
xes3g5m,024afe4fd8505485917a49017f1295df68b57ada9807e8b92533ebb3de089c37,a96de680eaf472de6c9141e9cfcddeb4c1b53e4b3dc04aad364fb90d3973fff4,2,False,True
xes3g5m,0253612e96416335627a3ffaa8b94b1821625ad8dd254ac8ec312ef31f9fdadf,5092d412241d9cf2d8d78c03902b0f3f59646ccae2ad55622ec521694b543bbb,2,False,True
xes3g5m,025c505c14739bdff688de2afc454e82b26bb0288f775b5a5f0f3f54f902cdbb,b9f9f1519e2d8fe307b64bf51bec4c8f73140ac1a7e44e7059aec4979b8d10e1,2,False,True
xes3g5m,026bbf7e51451329bf8567bce123c188dfc4111fefc99f78ea71dd40ad531ec7,84725e3aa9c1291ad1b495ce1102179eeb99604cdbe7e7ee4e18bc77a450741d,2,False,True
xes3g5m,0270ce1ecfe6e60a00c4e36003d5638332d8ec5f75435d1b51b94f448c939edb,00bd8036bbad03b3489f7ae03aee7189b2c7b862e47a0d4d24eb811ab57ea50f,2,False,True
xes3g5m,027173f495dbf847f5ffbac01ec1b6e291458f0a4dea6b649346bc1211b2c1cc,783c7812af7fc228611227e504d61bc634c911f4d53e6ca23311f18e63d635cc,2,False,True
xes3g5m,027a899dfa58ab7574b14e806b2620491c736c835a68a8c83e86e06f6e0cacad,3c8d65d5bf419fc532863be6a14ad74b6e5755cc97499718967c8ebb420652a6,2,False,True
xes3g5m,02913e5e5f9e9318cb2765bf8e418102d6695969d3e5b2ef62061cd7d03ed32f,bc758bf96aefdfbc018a2fec8a085ccbd78756ce42bfc884b3fc12ed9b6432a1,2,False,True
xes3g5m,029f3c3a8cec73a2e2132e4925a9f1f8f1dc4eff5d80e031c6525505adc4052d,926d7162239dfe6855203ae1886e390fa90818ad6659e62c132506c7176a1f7c,2,False,True
xes3g5m,029fd6fb50e078d89f98af19e00f8bfb49b551f9f61c77ffdf19a9ad0c122b93,cd6609ed44c4de65a6e5b6c5bb22501cc69d0fdbeec053b88803faa7a2172084,2,False,True
xes3g5m,02a1099d5a67ecfa30cfb95e84108932620f040f872e293cc93876199f0032ea,8c71be622d2b15c7eca6df31ce9fb919415d411b3a8a632666fca3a1cffa47ce,2,False,True
xes3g5m,02a1c50e1231f91cd7ce52bec477a1d12e30f2587755fa4656edcbfdfd5e8fc1,c57cb9b5e6c6da0d5751b45bef1f9f924a5228e6ad839013789f185c0d98b5fa,2,False,True
xes3g5m,02a4651c2c6d1fa0ad22409ce0b2b72bb08248b0f610073450fcde1251299156,3555c49d08a0fadf0a6b808fad00c0a978f4986173e5231ec4ba3e17d5826419,2,False,True
xes3g5m,02ba8dde2dca8a1938b2ac086a576156a2d1ccb39c6020a2c49bb2f7bc9f341b,d4daaa82440451a9773ce718b87d881f6133d8e293950c4d33828e08f260b3f5,2,False,True
xes3g5m,02bf3878cb36e704f3c3927766048165988dd44bba13c4238d12e51fb23b6174,6e953e6d9e9ebccbf83432fd6d89ca49ce108081ccf68f6415ea7d0839af733a,2,False,True
xes3g5m,02c07174df39fe3f96dde61d6f27011399cc3a528bd3de61863c0f22db098c2d,b5827140639ade58b2a67dc1075270c386e81380b80753e052e3c2ee04599161,2,False,True
xes3g5m,02c304917eb7afc0265eb8fafa1867be47bbcf83e0999465b73e4c864d53596b,b4d7c55cd18d8ce8944322181c7ffbddf902d69b0ccae70d60be343399966071,2,False,True
xes3g5m,02cf59fa40698988f369a7f154b58eeea07aa177049d85908d64d60379ccb1a5,0aab77aacbffc27d661ad31d2c78504750a65c85d56b29e3d29068e0bcbde234,2,False,True
xes3g5m,02d12286bfd7c850fbf4ed7ff4810b1f1926773e2e4f37127aa18e1f07c26852,acab591cd01d94ad26b5f08dbe407987ad2497fee1998cf3861c0a4170ef51f9,2,False,True
xes3g5m,02e7f5e46649e51e7611fb153c78cd3c5d47a99f517489731fe185bdb3ded00a,ab126ea12f03f89bab6c4fc979af2dd5ce072867bb0414f8701c0360996df6b0,2,False,True
xes3g5m,02ff026025e1da8b3fb2fc48d73d0c2d25d6949c5e30698f2e90415d1b50c515,316cd345a1161b7bb009c9af1950b1f9a84f7d49642bb866c18dc28265598898,2,False,True
xes3g5m,03028f49fb255c0ea86d06eb32e33a95494810124f70231983a441fb98fe0c05,af05e487d9b45b133b5457e5993f8a7a8660cd19fdade1b730ff3d928d4ba12e,2,False,True
xes3g5m,031b94cceebf7f4675bf147759bcda9375cbdb899897f4859005b5f3e5a0dccb,93fcf1dcb0898196f7cc97d27531f0374d0b3b6906cebfbb53ced259276b1dab,2,False,True
xes3g5m,032597cd3c26a873e4acfea1027199c0be9b7058d42aee4866d51597c507b019,c859ca179c6cbcf83423f79b33f22964c55f32bcbdaf2db1f1fd9ec69d144db2,2,False,True
xes3g5m,033e76e0b866b58b3f0e71ea73a928e1715204f3bbe60b582e562e9667cf3493,f2ec37ca8e9e949a48c0240f60b96b193c940c1c0b75394885babcccb522e56b,2,False,True
xes3g5m,035d8ab486dc8f8a6c440c08fea11dfcbeb50c578fb4c599c7c3e9d1fac678d3,adb6da92cc6d928fe0350fadc222365bf966b875d0e82c5afc325a3612666c12,2,False,True
xes3g5m,0365b8be45ebd6feb5468bf1c88b4631c7f18a9364969dab0dc1d7f87b76213a,c957a913ae2cea20393bd44eb666f2f4c62a24b70574a6f2588104ddca2f5fe9,2,False,True
xes3g5m,0375abeecb8fd7f78642acff23a866ad0f27300f9d86e0a087a86571437caafa,63588104d4c7499ce4f7dc5e3b539f54c7f320a9319070bf3983f0c31715414a,2,False,True
xes3g5m,038e05d4c834193a9372928f67cc03bc022cbf7e0060f21881ceef283eccbba9,fd186912b989666b2ca93964b481e17700a5e61ac2ef98319862eb4e6e7b0821,2,False,True
xes3g5m,038e1a002e1703a27612c1bda2bab04e0d3dc32f64f3598957637b719d992c93,505a8cfcc96d8e2d1b4935e75f10ee633dde5978a7e5dcb8eca4a58bd5eb29fc,2,False,True
xes3g5m,0393d5dcf5852bedd35d08d46dad8fb037f17b555ed8ec355abddab99b2860b5,c983e46f06255ccbc4ebcc86c464dfce6ed50311f00f466c151f0aab586f278a,2,False,True
xes3g5m,03ae15d48aa0bea963d2fb2e074f8ab6525aac75dbae8221f384c932cb2d007e,a3b47addcf55dcc9dd7a51322203ca5520cb822ad52e686c493a6d7565c043e4,2,False,True
xes3g5m,03afa30141327e2cb57e93eac18b1ea58c0ac14e0bdd8cfe47744de21a8748a0,90190a4d92e7680a86b230ddb7560bb583269456e2a5c796da04abbd2aad4c40,2,False,True
xes3g5m,03b52b2c2ef99b2d691c8313f8d72ae352a477521eba56bbb1bba95a103d7b4d,b464e180e54d831a9602005dc34570c0a28dbdd621595d884251fd6bec7d102c,2,False,True
xes3g5m,03b6669aa11be8cbdae6ec0fb53f9c4a55e40d1a8724661078202a71ebd5d02e,c983e46f06255ccbc4ebcc86c464dfce6ed50311f00f466c151f0aab586f278a,2,False,True
xes3g5m,03be5e781029451ed374d427ac857a2b8bea3b4f180c0bcc242a26193e3bae0c,72f71d17fea413139214c66c85475d180d5d42db0f1c610acaccb4db8ec2c32e,2,False,True
xes3g5m,03c8f31197e389fbd7b8ea8de12a0d521bd9d9554c25d03247dc23cad427474d,9ffaf14b199425c19f069ed43f0cd9cc59bdcd483e2f32014da34d74cb8fe171,2,False,True
xes3g5m,03e1e1e2810a815224ddba592dfde9db584645217600e0efee37752ef1d8fd89,74040c6f5e7778ffeb1a07991fe5a866a7ac6cafd124d82e3dac884aacf473a9,2,False,True
xes3g5m,03e2024cfcd3967a9a6b95cbcb93552e3a423d3bcac7a3682b9a56fa434e620c,182236a16f01d499c518261c4d58420ba2549e5f828b96f3643da85fe3c27263,2,False,True
xes3g5m,03edc49bb9178d51f98f7f469d546928d5a5173c0fdfca83ba30d8fadddbe380,b00441d4fd7248377197bf4b5af2f4d55d2a4931e322813b5e54f6ce1e9d39c3,2,False,True
xes3g5m,03f3b3bd2e11f21e589ea8f0fde9ed28b5c88c8c99f2be099be3964f6e83b8bb,4eef87840340c488d822be3aa2d7b63b79e19ded0b8037f7e9b27116af49058e,2,False,True
xes3g5m,03fd14a6f9040cab04710276834cda3499d73497226f41ed86430825e27adb8c,919741d8fe545200e562bd8ee585cd51b2881079781cd63561438aa52110b7dc,2,False,True
xes3g5m,040bbe3e8c9075d957ad79043bb5bdc6e297a7296e3cdd3d0b4deaad06c56b97,f833ad465c13c87d54ecfa7040906cfb1140f854555c663dc28f8aa230e6a964,2,False,True
xes3g5m,0424288e39f326a52bf270ae4b4d7f403dd770bb43abb257f420482116209e3a,1ee4591e4c84b7c8ab9b2f16a208d64e2d171775cfc8100004099cbd570f1381,2,False,True
xes3g5m,0425e8f9dbb44008905e7662de3bcdfeb54032380c3f26e143b98c4c97845933,c02f6a6d592df549bb4c04bfcb65c579f6b8f03006166b4479260243f3d10c73,2,False,True
xes3g5m,0426cdcbfdd97068bcd986a041edde8e424b1489bfeb6fc3229a9dab1aa2833c,16bb0237008e65ccc32c22942c4741dcbd9eda01719df7c9a15987b12f431fcf,2,False,True
xes3g5m,0430cd9caa3ecaae1dbd9d4eebbe1d3cf228932f8baf1f6e72ffa07d7ff0eff5,907272b77eab4934eb48b09e5ef820a4794750cd98d368beb4c7e345ebcde706,2,False,True
xes3g5m,04346df2890cbb9a7e2ee753d19a22174e71ac3aa5a84c74e48ed5f67587cdcf,465055bda02d960521e0ba387b6c3c759344f6d7361540e356ad93edf39fa32c,2,False,True
xes3g5m,044afce9ce64e2e81836932d13b61e9cd597d52f78cd9d015df0d7cf1a50daf2,5ad9f97aee2c89cbb27c318463ab3d27a8a3869cef0a403df59eb319b26346a2,2,False,True
xes3g5m,045b989648886f294bddcf8886a9e32cd8fe3fed86ee45a54f3ab070a548c4a8,2d97003f9da11daed2b803f146d90d098df5956269b4505726036dcd1b7f2113,2,False,True
xes3g5m,047332222792178894b46f8e6db044a15265aceb0d4ef5a2463738bde553b917,63ff8dc6397c9b9720c9bf6e353ec3847a99645ffa78dbba7687af36c905b84c,2,False,True
xes3g5m,0478661e334103c02934f4b67668013508bd334e43f46a8e73ccdc1af01644f7,229f8de4c74c7aa30a405155a92ad4dffea27f01460046905064975ba4b0d201,2,False,True
xes3g5m,049a2b7e48562c32886881600e2c9f7959481af25022f8af6febeff948410793,2c84c700a14495bafde5fa56917342c4f39a3701ea10f190314b987a554fe419,2,False,True
xes3g5m,049dcc95bff43328cbcea9648dafb0ec3957e53a0c5c2b521e657a66bce8bed8,11407c2d5401c8c427f010fcf94c8b981a433c9ee7ab0dd59a93b4cbc272e034,2,False,True
xes3g5m,04a040c2ea6e9d8f6bb79f74a220ecf8c047c5ec1399651b8a89a5b657f9994d,2375e08bdd247d100b30079ec63f688bfe2c0d1ab691389782684f0f3431d56b,2,False,True
xes3g5m,04b90ef4658c1a7c885e9e8bf6d5ce224ba1eb15abfd062d5597a7d7308ed41d,b640d2d8f6d50da07ceb190b4c93064d5a73241cc4c24d1e39eabc350697a174,2,False,True
xes3g5m,04bf299725c0bf60960b0dcb3ffa2692f0d175f957ae34876d68e6be847b1fed,46f026ff4caf77866c930507b3bff3d2808663e53c9d716b0a9790adf419ae19,2,False,True
xes3g5m,04d7d5df0c9c057f3d9f9adfd09be06731893c910ef6115111b4446c4d93ae76,8f7c8b4e57a6b20b91286a63619b22a28991d6232f7d47028125d0cfa8a4adf1,2,False,True
xes3g5m,04e87bd22a6341afd84080c8756d1885c506ef3568dbebb2a8e842f62490b61a,a63b4ae714120659d7dac7d9a93dbcc59aa55ee995175c60a7c941058c1a4b4b,2,False,True
xes3g5m,04f0264196f63417dd20f913b718cb4b8a3f553bab6e86130f0df9c13ea95d61,1e4f9e520569f623630ddf13d02ffe3312c8f13308a6634dd461ded0d0766329,2,False,True
xes3g5m,050454c5ecb025f39a204042910883ccb4fe35d82b59ea5053767ea3228fb54c,43d4c3488a640635bba48d8f94bb8c2c23cfffe88551a8f975550c05311980ca,2,False,True
xes3g5m,0508b77967fc7459b3a6642a603356bba68c38cc23fbd126244448dcb73bb865,7972c30d451b12eb2f019406da5e8de46c67756b62803f54ac42430b6a4957aa,2,False,True
xes3g5m,050dbf54c1ceb13d361afd58f4d26f7e2331439fe6397beff94962d82ecbacdb,65f701feaa16a4445532fdd008e890b0d7f7d418a66d2804fcc1275ea2df46ed,2,False,True
xes3g5m,051560550348a348b05809c97f1672487918dbd09d0d8089220810677b1caa7d,3b636e7b71d5331d7a501d12a2cee07a96a2d7c15e2f8d90981362277036dbf1,2,False,True
xes3g5m,05189f9fea305eb4cdb10b1986e0277ca05afe81d33200343e0bd93ec400cf32,9af55c42385a063ee4e354f5e4a5efd277d8ea2a864fe2c874768442c7b92723,2,False,True
xes3g5m,051d1693d881a28cbd17797300a36951960f0f4abce1b2337b5d81b225aa3ea4,d9c2060f5ad1cbd61beb962a020c9eb1966531f8e3bc3179872dbd0ffb57b43b,2,False,True
xes3g5m,05248ed014d5ba9d6434f1b44ff2ec7db3727620f103d5507a01cb47809bca8d,aa5ad98ba8fd13afe8d6861642c961b6a7b79431b6e2e71410e80305f5c7a423,2,False,True
xes3g5m,05352c0771ce142ea3082b256436604f82c7e5297b15eedd1afff4da8af8e0da,89d928276ec46bea2692a7f383404d10479b88d1296a34c21a6389f72ddc908e,2,False,True
xes3g5m,054b37fea9fcdc51d2c821498ebdb29d5302c2bf2411f7798928a3e53575ffe9,d25a444ac1dd74db83349427ff5633bd208afa28847fdb9096b59cfecc82d487,2,False,True
xes3g5m,0566bf0626545ed2adcfca40bf3a60722855f202012a1dc1102f52511af015b4,27050a22a89af5c8505f109c671a8a9dfe4a086745bc7cac3c184d2ab776505b,2,False,True
xes3g5m,0576b82ddd12c80aa6ab1016fed76459fc3fe037c74c6cabdb887e19a951ee63,0d89a28c878a0d49c7157e9f9af4e9c56f2d03efc5e2bcce45e3f27e25194a5c,2,False,True
xes3g5m,057835f3fdbab21b36ed5b9199ad0fb41540bb12ac8fdc80c94ef5f361744c6b,88519d0a3c7f876d6a582c77940affb2a96af3da85fbeaf3433190c99268d776,2,False,True
xes3g5m,057a0a6678ff40782b7c0471dbcc3e894ce7d4befa6e6a5106ed9d577e2a4289,db55d251f5080c9c347278032b34ce132468e412a0c84885499bf803a006dc4c,2,False,True
xes3g5m,058932bfb96a0dbba0454d03b1d5f7a091fb8022868595f7fe3a997ea9965d31,adbd9220bdcfa2e7e9ad2bf1a843a3cf25c87a2c9a4836c84a96360c3926e16c,2,False,True
xes3g5m,0599b8dae93e345da7be02e2dc5f4857140c57a3c42fad09d51a741ac028db36,e5707bcc36d41167e9d73456df18d5a4f4fc5f3aaf395b1596afbe31151caeff,2,False,True
xes3g5m,05a1d4d280dccb94b1beeabb8a9d340e2f03a6dbadae9abd008ae0164e2392eb,350aa6600c3c74624b72891ac4858419b6b6ec5c92a031bd9e8287b70fe188d5,2,False,True
xes3g5m,05b8447db805b20e7758b963c9b4373e1bf702f7898c43ded8fb9613db9b2e7d,77cea1f1acc059890fdb35f3ec95ade3b47d8f2be6e431440f2fb557c9d0dc11,2,False,True
xes3g5m,05b873119094789bd9f721bb13ee6fa2a050892e370a47795cd7716b268589fa,a24ba8e1d48b97b77a406fa3b3a7e3099cd2328e9233127b65494f2512424fde,2,False,True
xes3g5m,05d362593dc2392689b56f1d38de0c6582c2d58291eef8828be3f8b5d6574916,ea8a69d689dc17a1039d38ead0210d0d4d84b925f41d418d324066716a13bcb6,2,False,True
xes3g5m,05e048aae414d0b086c0860736c47053abd60c7e925f7fd2649d0e885330e816,9df70d66935b4b395fd0b209bc268f01a608227f100ed0eb5d4cde37b097451e,2,False,True
xes3g5m,05e3676b575306020141c897e217bf3a4034a864a3cae612bb6bae2c32956145,51c92663b9199b7120d2b82fb9cac6558ecfaca53e256cbc6134e6e8d53c9301,2,False,True
xes3g5m,05ef1b5ea8f964c9cc587aabab1cbc072c9a84f06e04a4a45ad37f39f2ee1796,41bb4b08063ea7d48a9322f8fda1827e04cfa202f0a468c2d1f64b6e0f5fbbd7,2,False,True
xes3g5m,0608f8da24a660ea1739f31e04e283db38a32fe264fa83f4de1a3f1be234ed27,deb0df0abacb7f8ae4fa45397c20d3d223696233cb2ce39d6caca6985df68971,2,False,True
xes3g5m,060ce238a04ef6a770a3da66ff943e3290a3f2314d16a1b25e4b1bc6d6b4a5d2,230c053ee63fc27b9acc2b948b0cba0ae888358d4ebb8476a113e93167e4d999,2,False,True
xes3g5m,061e9eb508d9ad38540628fd97e07c769fefa4f271b312923cd0be74973d85d1,e6a12a42a96d7af50ae4a2316937e8c15ab58e28aeaa0e36e038e17ef1857743,2,False,True
xes3g5m,0649e94e49153053296062b6860b1ddb30fa9aeca7632430d666d6ff252b9ad3,9800b93b2baf9883e6987624869bd9f8c94b1f3b32c406546c4d2665c5e584be,2,False,True
xes3g5m,0656eaa4bba152d154244ebf157ebc7acdbcb6d33af190f2294b3f08fa526809,c513b46addb1e22b2c2f26e6e246bf3bc8f4e5b9f82ef3b9d7c5603baf0842ec,2,False,True
xes3g5m,066cdb295c66b1531c8a3d4d7e0f3905686a7d9c40781a1fab225adb7fe925ac,9bad7234b26800a8e068177d823efd08242bf29bb779d277a9ac89a1b0e907cc,2,False,True
xes3g5m,066e3791b6f45655d5eebc80025cfe54b430e76c2301baf8d43dd9fdba87b7b6,87b5334a50ee74320a40dc2a989baf046a468389d2693e5ff423901353de448d,2,False,True
xes3g5m,06709685d2593c0645e3a6d38544856f2845b962105989762a2ee0fbca8dbfe1,569b4ac8cd4cdc16fb404f9bdbc125324b596cbeb59f3615d339fa4640ce3093,2,False,True
xes3g5m,0673db1fe772e1e73ce1798caeba4cbef81741cd25dab3fa78f256fbaef4e01c,853bfb40eae1f284ac82a1ceea07a598f658a0d5617834e00067546e5fc0d4f2,2,False,True
xes3g5m,067ba7eb9c052ec5a5a57271e09ca0eb85c23430b58ccae874c29f74358bbfbd,2b40c90ba7ff84c19ca629ca16fe50dd07ed659b22cad89132869438167c28da,2,False,True
xes3g5m,067d289f352782b5b664a52c1ffc8a8d4ece5c90b3cd452ed0183fb50c8ba485,0a1c4940b5a95e0d14a34caa5d7416016066ce2c30b744cba75e43cdc6170f7f,2,False,True
