dataset,item_id_hash,reference_scope,split_source,raw_error_rate,smoothed_error_beta_1_1,smoothed_error_beta_2_2,smoothed_error_eb,n_responses,n_students,first_attempt_error_rate,eb_prior_alpha,eb_prior_beta,rasch_item_difficulty,rasch_se,identifiable,perfect_score,zero_score
xes3g5m,6d25f01703b40b2ff17dafb9fda02fef6448f33717d6d32618af7ae1ce3898c0,deployable_train,train,0.2127659574468085,0.7755102040816326,0.7647058823529411,0.7862056523865221,47,47,0.2127659574468085,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,8f13adb3eeeba45b390f92db206ddb8e3e8aa36812134076a1ec3b17e58deed9,deployable_train,train,0.26288659793814434,0.7346938775510204,0.7323232323232324,0.7376456546795229,194,194,0.26288659793814434,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,78343a6162e7d80c3cf4b6f65c2c9c8bc882a03fba3eaf09c9996f1633481c2d,deployable_train,train,0.10123734533183353,0.8978675645342312,0.896976483762598,0.8983146135235365,889,889,0.10123734533183353,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,f4137ae9bc855e655780abec4d4266d2523eaf9549b0c29580e2d674fa4f12a3,deployable_train,train,0.17301038062283736,0.8264248704663213,0.8258620689655173,0.826838081374666,1156,1153,0.17301038062283736,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3edfde254ab36c0f324a7102fb38fe2446af8cda3e0d21497e7a238241a54f5c,deployable_train,train,0.03571428571428571,0.9595959595959596,0.955,0.961251124697651,196,196,0.03571428571428571,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,a8525cee0eb672bbdda8c3a928181a6de0441a7a414bedc1db85973af37f5c63,deployable_train,train,0.025423728813559324,0.9666666666666667,0.9590163934426229,0.9693222420973073,118,118,0.025423728813559324,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,82a79a5b0b8d81096528b45165294c4b004ceb7f991afc02be8bcbc0eb648374,deployable_train,train,0.1859557867360208,0.8132295719844358,0.8124191461836999,0.8138690609722214,769,734,0.1859557867360208,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2befaa287871039486082cae4e3153eb4f1364d4af9d429e2c5499bf04bd20da,deployable_train,train,0.14285714285714285,0.7777777777777778,0.7272727272727273,0.8304891853522267,7,7,0.14285714285714285,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,fddea2d2c18e76e33ae1d8c6403996ebc41d4cb0b7135dc5c4bbe42e7d78384f,deployable_train,train,0.43532684283727396,0.5645833333333333,0.5644937586685159,0.5651194976354201,1438,1432,0.43532684283727396,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,47a7c4ba566352d54f4ffc7a2c730c0f2f7e52aa86f244d3ded763a000587031,deployable_train,train,0.34210526315789475,0.6558441558441559,0.6538461538461539,0.6601653282696175,152,152,0.34210526315789475,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,fb4933034ab647c7cb07e7bd5df61d389a61cbc83c53df7933d47beae8fa74c3,deployable_train,train,1.0,0.3333333333333333,0.4,0.5837325671222862,1,1,1.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,e02be3bcb4d69631cbc6f2f680cc80b63595aca8f05978eb9362b520ad349e59,deployable_train,train,0.31265508684863524,0.6864197530864198,0.6855036855036855,0.6879858108668332,403,382,0.31265508684863524,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3a2738b7bd5448a6e01d2978debf3b86f7e6d5ffad695f2dda3e83f8b0014ca2,deployable_train,train,0.04487179487179487,0.9493670886075949,0.94375,0.9515104375947325,156,156,0.04487179487179487,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e7177f50acaf853441be6d2bad373c9c931f5d7abfcbe17e5707fa8af032f45d,deployable_train,train,0.6,0.40229885057471265,0.4044943820224719,0.4131329303209167,85,85,0.6,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e11f1f70e344176958a44dba60ca8990502fd82bb4ec3d2e967675a9bdf4215f,deployable_train,train,0.3942307692307692,0.6047619047619047,0.6037735849056604,0.6082082974656134,208,180,0.3942307692307692,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,d6411c5535591b48adf9b21865e61b5cc64568621cd716e1cb59eb74bfb6c5d9,deployable_train,train,0.0945945945945946,0.9032258064516129,0.9010695187165776,0.9042785770831704,370,370,0.0945945945945946,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,cf2bdb0a20459795f8b583b32c66c5761a85763c75a982fdc98c274c496c5281,deployable_train,train,0.5517241379310345,0.45,0.45161290322580644,0.46474450881510104,58,58,0.5517241379310345,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,78cf317b41be7b19fe4975bb7e996d96ed4d531c389d8e6addd8a0021a4dd61d,deployable_train,train,0.3333333333333333,0.666098807495741,0.66553480475382,0.6672189918680291,585,575,0.3333333333333333,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,d15aaf80b4b0bfc843fa752fa2e21edc51e4194808b48bfa125f9450ad0fde99,deployable_train,train,0.46511627906976744,0.5343511450381679,0.5338345864661654,0.5404560488440036,129,129,0.46511627906976744,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,ba345958755bddf94f1a1613a7c2820dfeadf4a4d60a24ce3e2c912ca1b8ee95,deployable_train,train,0.04,0.952755905511811,0.9457364341085271,0.9553881838126153,125,124,0.04,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4fe0078c7767ee71e7b978613786b5af72b8c682dbd56208a3a94163a1a50324,deployable_train,train,0.1346153846153846,0.8518518518518519,0.8392857142857143,0.8600235735428157,52,52,0.1346153846153846,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,23eb0aef0178bdaf945a24881156a4be35a683e84eed4474fcd125b5b0a38330,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,67d74260fe33b624e17e5d17fbb3dbed0ffe249119d1c0c79e313c6f07ea3595,deployable_train,train,0.35190097259062775,0.6478375992939099,0.6475770925110133,0.6484365552558332,1131,1126,0.35190097259062775,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,64664497fb9fe0d4d2ed5d1c75c303c523be3f5f2823a2ebebce09a842d5f846,deployable_train,train,0.5454545454545454,0.4550898203592814,0.4556213017751479,0.46041632095753326,165,164,0.5454545454545454,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,86ba11979de6dd84e2694e84388f72fd6ff49b2275f250600c533d09ed39a2e2,deployable_train,train,0.03409090909090909,0.9555555555555556,0.9456521739130435,0.9592222066049376,88,88,0.03409090909090909,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,20b6ee186cc20e5fd185137e1bf1e8598292ab4d64ed9a411fe02e04e864338e,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,b541345456af4a51461e08158a8ba6d1b322d3ee3dbef3ee9b4cb49ad647131f,deployable_train,train,0.26644736842105265,0.7330415754923414,0.732532751091703,0.7336794281883932,912,910,0.26644736842105265,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e49838650510962ffcf8571912bbabf6405e23dc2587050c3404c37499e78687,deployable_train,train,0.04081632653061224,0.9411764705882353,0.9245283018867925,0.947896145309262,49,39,0.04081632653061224,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,a32bce592065df33f903fd8b81d267890af13551729da342b7d0ebb7a3fd255d,deployable_train,train,0.3333333333333333,0.6,0.5714285714285714,0.7197291665177645,3,3,0.3333333333333333,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,c32821e49be51b6b2de4afec34f27cf081876d673deb130e92bdecf89d90632d,deployable_train,train,0.24324324324324326,0.7547892720306514,0.752851711026616,0.7569230811968058,259,259,0.24324324324324326,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,b56f466a5b024fa02272f203be237623f6ad3ad548d7bbbec80dcd3262465288,deployable_train,train,0.4016393442622951,0.5967741935483871,0.5952380952380952,0.6026610084255313,122,122,0.4016393442622951,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,abf10d8e4c55fee14d06319536d0c146f0859d05ab8948e3ef58dd3b82526412,deployable_train,train,0.13647642679900746,0.8617283950617284,0.85995085995086,0.8628102396938906,403,394,0.13647642679900746,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,0e9e6e996670e406dac16fd3b3c06b79e2ba618b6d4b29dd427ba273f1decb1e,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,3d379ae804ff2600a6ab217e104f56c3cf129a530f474ba7dbd2f5e1d276f5d4,deployable_train,train,0.4024390243902439,0.5952380952380952,0.5930232558139535,0.6039114568517168,82,82,0.4024390243902439,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,7ef5f2ad12a4e3d91814db2f83df022f25b782f6c2bb6b5b1edbd2a8abe8ef8d,deployable_train,train,0.12587959343236904,0.8735362997658079,0.872954014029618,0.8738686514371772,1279,1279,0.12587959343236904,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3bbcc862c6dd353c9fb6378d6186851a0424ac071567279cd52ce894d1979a1c,deployable_train,train,0.02912621359223301,0.9619047619047619,0.9532710280373832,0.9649860297524835,103,103,0.02912621359223301,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,05c3b0a9e1fb26dd5cd8aa07780f95faa0aaa3ba3a97ce6386a76817a0afb575,deployable_train,train,0.26405175899716943,0.7357575757575757,0.7355672184093661,0.7359920820945723,2473,2471,0.26405175899716943,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4fcdbc280d425a44c3115572e6e4c7c480d20abceeebeab11fd91c013c45c687,deployable_train,train,0.29411764705882354,0.6842105263157895,0.6666666666666666,0.7159418023092121,17,17,0.29411764705882354,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,81a3d34c1864bf0d9f8bb9f11cac77bc846f01979e75ed778040eb2f9d5bdf9c,deployable_train,train,0.0,0.8571428571428571,0.7777777777777778,0.9118730936250204,5,2,0.0,2.4059897651165487,0.7157432006792721,,,False,True,False
xes3g5m,fccb8d2fbe444f68db352aa1da9ba93f668c6c525807830c800d741b62e4607d,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,00fbca3fc0e677007963e7ebdfded0f5416e8cc55cb93797208972c93bc7fcab,deployable_train,train,0.5555555555555556,0.45454545454545453,0.46153846153846156,0.5284714473741075,9,9,0.5555555555555556,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4cff461912894a29178fea536c4e9822fb1466ed09baa51975e4925e5aa9b9c4,deployable_train,train,0.23431372549019608,0.7651663405088063,0.7646484375,0.7657016408929188,1020,976,0.23431372549019608,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,8788885610c7951f05e25b031a3bfa430f3a82769c2fc553753951017da6fa90,deployable_train,train,0.2923076923076923,0.7014925373134329,0.6956521739130435,0.7105807156934981,65,65,0.2923076923076923,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,c7e2ba8f81d3999e0eab296392e4ed63d4e7b99ec9b273e4001cd3427d74fe7d,deployable_train,train,0.0,0.9,0.8333333333333334,0.9356446335404298,8,8,0.0,2.4059897651165487,0.7157432006792721,,,False,True,False
xes3g5m,feb1bcb02c6e08655a843b01991c070d173e3fa1136d2d9b68f7e2b394b1f2c0,deployable_train,train,0.24283305227655985,0.7563025210084033,0.7554438860971524,0.7572379344723826,593,593,0.24283305227655985,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,f16530ee46259c7890f53a6e94c3544adff2c8cac21143fb825894334993f3d3,deployable_train,train,0.09541984732824428,0.903041825095057,0.9015151515151515,0.9037874175376294,524,524,0.09541984732824428,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,727f80328eeae5d96ba64d1f24214bfa312e3a185bad97d63d18b890a898e15b,deployable_train,train,0.1875,0.7777777777777778,0.75,0.8056795789730019,16,16,0.1875,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2ce019af691a5ceaf5c00e7ac4fa542d29a7a96c80c30e275498d95958e0a72a,deployable_train,train,0.40625,0.5882352941176471,0.5833333333333334,0.6094798848896011,32,32,0.40625,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e8fb353491a735acb2be24e355a765edccdaf37abbaed7be796996e330489178,deployable_train,train,0.13760217983651227,0.8614130434782609,0.8604336043360433,0.862009572297607,734,732,0.13760217983651227,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,45b7bdab38d7f2f618e2707b19a461da49a49fa410948f642f60b364343209fc,deployable_train,train,0.048484848484848485,0.9461077844311377,0.9408284023668639,0.9481581408487356,165,164,0.048484848484848485,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,1e1e12b3be2ae468fe342c8819d239e4625dfc637edaa3032a9fa8e352cee7cf,deployable_train,train,0.3673469387755102,0.6274509803921569,0.6226415094339622,0.6409224686953287,49,49,0.3673469387755102,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4ea346ecb1e632753a8b297583d2a668eb84b720482241925e9d97cc5d570803,deployable_train,train,0.1534195933456562,0.8453038674033149,0.8440366972477065,0.8461451948548767,541,541,0.1534195933456562,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e4236fc8d76ec0cc0bd8927056aa80bb1bb6659a395d518fb18780dd8914d408,deployable_train,train,0.02164730728616684,0.9778481012658228,0.9773445732349842,0.9780110350981723,1894,1894,0.02164730728616684,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,011018fd52a1deee9b0d79325467be3ff552ef4aeea375376de81ef1c63c2421,deployable_train,train,0.31125827814569534,0.6862745098039216,0.6838709677419355,0.6904022406024412,151,151,0.31125827814569534,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3f63538a0fbfa0225effd75060d1ef2d00a195faddb679d487cc0a864e2286da,deployable_train,train,0.5357142857142857,0.46551724137931033,0.4666666666666667,0.48046612201896205,56,56,0.5357142857142857,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3acf3a257abe9559d142d82732e4a8af17249b90a6555d6c51e3e93f7f3c50c1,deployable_train,train,0.21359223300970873,0.7845659163987139,0.7827476038338658,0.786250888181534,309,250,0.21359223300970873,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3fbb02eea581ba7bba930b449ee71bdbe2d7f9f6b1f85f31e85793c2bd167d53,deployable_train,train,0.18095238095238095,0.8130841121495327,0.8073394495412844,0.8176523566551017,105,105,0.18095238095238095,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,6263563678eb86f0373e8117e7a7d0216956f6e75e24cc78735629f23854c954,deployable_train,train,0.07936507936507936,0.9076923076923077,0.8955223880597015,0.9135572686270039,63,63,0.07936507936507936,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,7f89fb80e5b982c26668765f10699d4c8d850f2661c89419cafd65a58de292f0,deployable_train,train,0.07793522267206478,0.9212121212121213,0.9203629032258065,0.921588094967784,988,988,0.07793522267206478,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2005a4835c2786c031d559bd0bad9db4070ea9540ed62e8156c573761281da7e,deployable_train,train,0.416135881104034,0.5835095137420718,0.5831578947368421,0.5850944398389963,471,471,0.416135881104034,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,0a26c802d645186b16bd8a24edc60943c59e450776cc89012c6a55ea157738e6,deployable_train,train,0.038461538461538464,0.9285714285714286,0.9,0.9410837534052504,26,26,0.038461538461538464,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,8e78cb2d4f7129296eeecb93d2058f799efca0a774ca7a2c4078cfe4dcd51c3f,deployable_train,train,0.36036036036036034,0.6371681415929203,0.6347826086956522,0.6432253336629364,111,111,0.36036036036036034,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,3c859b4acb31be51c0102b7235d7ab970617758aaf568b60baeaaccb78848f3e,deployable_train,train,0.03076923076923077,0.9552238805970149,0.9420289855072463,0.9601339677890629,65,65,0.03076923076923077,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,22c69a2cca98655ea8546ec19d4df2525dce77c98a3edfe7c5ca380767c6812e,deployable_train,train,0.02531645569620253,0.9629629629629629,0.9518072289156626,0.9669302740870022,79,79,0.02531645569620253,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e6c59a570e3149b41126a48548b28d15740cfbb01a19068336bd027ba906c057,deployable_train,train,0.2936170212765957,0.7046413502109705,0.702928870292887,0.7072264579449649,235,235,0.2936170212765957,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,8c73a1ca10e81e9bcd0c7aad6ccdea524e79b18daa22bcdc3613c9fa9c665ebd,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,dbb07238c4ab1f58b246dd6c86bb3274a5a301a9c7204b173a934769ca69b8dc,deployable_train,train,0.71875,0.29411764705882354,0.3055555555555556,0.3247558933445726,32,32,0.71875,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,b7a3c9b345e2f0bd621eb9cf4e0747d425e870bade7b0e9b407229917b28d9eb,deployable_train,train,0.07593123209169055,0.9228571428571428,0.9216524216524217,0.9233859960759485,698,698,0.07593123209169055,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,314078ce0fa471c9c1e3cb7e4da39537c8c63173e337a6d9e0f7ea6730433fab,deployable_train,train,0.3076923076923077,0.6829268292682927,0.6744186046511628,0.6981191820620282,39,39,0.3076923076923077,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,12a25ea65158ca53546a13a6448567e2ba8dfdaa52e4992631da40ae778408bd,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,ee392bbce8e07453d77b6c7741ddef13ca63d3b4dba66365a4eedacbdc87504b,deployable_train,train,0.4013605442176871,0.5981941309255079,0.597752808988764,0.5998490278466825,441,439,0.4013605442176871,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,45d8af0d90900ec1c34f33b4fc51f79890bdf9eb8d2e99c7e187944d8c580c90,deployable_train,train,0.24,0.7532467532467533,0.7468354430379747,0.7604284686199472,75,75,0.24,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,a8607dc4ec27e10512a1a43080803c3be4195d022a90ee9d42a661d1516900fa,deployable_train,train,0.18357933579335795,0.8162261831591887,0.816031941031941,0.8163768386455733,3252,3209,0.18357933579335795,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2ab32815df0a2e235a3825a8b47aac9f2ba1d9e0dff148cffc53dc5ea448d8b2,deployable_train,train,0.4762886597938144,0.5236139630390144,0.523517382413088,0.5252910748456342,485,484,0.4762886597938144,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2c8816cd9a8c7a58f22210f83e26802b3d284045bd042c5bdf13cafa89663f1a,deployable_train,train,0.1111111111111111,0.8723404255319149,0.8571428571428571,0.881223246786604,45,45,0.1111111111111111,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,c3c3abc07d320f815c699a970c99c136730af0b218494a71a593457f79db0419,deployable_train,train,0.4774193548387097,0.5222929936305732,0.5220125786163522,0.5274796082785063,155,155,0.4774193548387097,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4931666202c9cdbf93762446db936b7f2787ee9f69790454239f4a20ca86d18f,deployable_train,train,0.16995073891625614,0.8284313725490197,0.8268292682926829,0.8295965782719545,406,406,0.16995073891625614,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,bce09125d3cb69c97438bc21dd4e0de4257d4cee02771fa3b77f5416d93eac43,deployable_train,train,0.26136363636363635,0.7359550561797753,0.7333333333333333,0.7391955603198643,176,176,0.26136363636363635,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,881b6c806ae96fe973cf3172878bfa785ae7195676e4d41d5bd3a3375f72b95f,deployable_train,train,0.5,0.5,0.5,0.6650072910599942,2,2,0.5,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,41497cf913b0e3664fa0a78b51e530cc77014dd921b7d8a065b853975634c907,deployable_train,train,0.24232081911262798,0.7559322033898305,0.7542087542087542,0.7578166840967293,293,293,0.24232081911262798,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2fb6bd39829859ae4fca5d7cb224ebabe75ab183687e56b0b1fe52fa294b17b5,deployable_train,train,0.36764705882352944,0.6285714285714286,0.625,0.6384263694327219,68,68,0.36764705882352944,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4c24980be6e36b961c03c9603a1883bcff1e1bcf2208270ee2845a5a22801610,deployable_train,train,0.19596541786743515,0.8022922636103151,0.8005698005698005,0.8037375668782255,347,347,0.19596541786743515,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,ccfdbd7a86e0cde7202974f97823cf8f2601abaaac95b2e512bc2590d3650869,deployable_train,train,0.15512465373961218,0.8429752066115702,0.8410958904109589,0.8442396098175031,361,361,0.15512465373961218,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,4437deaeb6ed0534bc4dc221a1fba7a9ba033729fb8845c222adbf85d14cb48c,deployable_train,train,0.10948905109489052,0.8876811594202898,0.8848920863309353,0.8891615505144432,274,272,0.10948905109489052,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,7c5279e45d55317dea2073d17d1b3423773169ee8c079782645e130e6a7045c1,deployable_train,train,0.1794425087108014,0.820185614849188,0.8198146002317497,0.8204673112150631,1722,1722,0.1794425087108014,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,2e636c25b1a38e716d810ac7c443e040766f582f8d1e4e225881d9564dac3d43,deployable_train,train,0.0,0.6666666666666666,0.6,0.8263489637444096,1,1,0.0,2.4059897651165487,0.7157432006792721,,,False,False,False
xes3g5m,402f88493d89687e2c49bf626fd08875ee82274847756ddcc5558580cb5edd16,deployable_train,train,0.12121212121212122,0.8571428571428571,0.8378378378378378,0.8694485891597539,33,32,0.12121212121212122,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e7651129510d97ab95795b55fbd4dc96cff88ef87c6929db8929d3c397422d90,deployable_train,train,0.3333333333333333,0.65,0.6363636363636364,0.682045824007214,18,18,0.3333333333333333,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,0a41b8078bb78dff89f0cd6bb13c31dd2562045ee89737650ab6229cfe5921c9,deployable_train,train,0.08241758241758242,0.9130434782608695,0.9086021505376344,0.9151058984328815,182,182,0.08241758241758242,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,e086e5fa33f3092d7e1b69a8813befc73be061873d298c270055815d6d139819,deployable_train,train,0.5478260869565217,0.452991452991453,0.453781512605042,0.46059254634260016,115,115,0.5478260869565217,2.4059897651165487,0.7157432006792721,,,True,False,False
xes3g5m,0f26edd35a7ea51a62cac0395c50e9783eb13bd71c53e02b67d0736e046ec5fb,deployable_train,train,0.08955223880597014,0.8985507246376812,0.8873239436619719,0.9042273640904585,67,67,0.08955223880597014,2.4059897651165487,0.7157432006792721,,,True,False,False
