dataset,item_id_hash,model,cache_key,reconciliation_class,retry_count,paid_api_calls_for_item_model,parse_status,scalar_difficulty,pilot_cache_import,cache_hit,primary_table_eligible
junyi,170a12b2043f4fab81fc6937e7332d013d691bd0d69b9e821a37ef8479e58dbd,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,a32444bdc47ea1c7e71e3cd2424c05363616f94043ebf2695c1cf50baa5c39b5,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,a32444bdc47ea1c7e71e3cd2424c05363616f94043ebf2695c1cf50baa5c39b5,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,c734b5af3ef52920c203d6146b669dc165d94a14413e5c4a2e5152dec2f1b52c,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,c734b5af3ef52920c203d6146b669dc165d94a14413e5c4a2e5152dec2f1b52c,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,0e61254251ffe3e347dde0ab41797aaa10c3509b746d4867fec5c6424210fdfb,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
junyi,0e61254251ffe3e347dde0ab41797aaa10c3509b746d4867fec5c6424210fdfb,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,b1608564ae6e66db02be86463cdddf29f209e80175cab577b971c2634fe5f942,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
junyi,b1608564ae6e66db02be86463cdddf29f209e80175cab577b971c2634fe5f942,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,ece79205de29c07678065676c85a59880a875a16176e86cb3ae0d4d62fa6f305,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.9,False,False,True
junyi,ece79205de29c07678065676c85a59880a875a16176e86cb3ae0d4d62fa6f305,gpt-5.4,,new_primary_first_pass,0,1,valid,0.9,False,False,True
junyi,28a8595de182e5e6c3dad15db349404523092fd17179e7a698310da0daf8d1c0,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,28a8595de182e5e6c3dad15db349404523092fd17179e7a698310da0daf8d1c0,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,9ff5e068cc6ff789401cdf678f6e733b4affb902c0c3982a7bff114f085e5b00,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,9ff5e068cc6ff789401cdf678f6e733b4affb902c0c3982a7bff114f085e5b00,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
junyi,415854dd2bf159a1b744d3b86a5c42b8dfc13ef2f8d7587e4f0d5842483e965e,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,415854dd2bf159a1b744d3b86a5c42b8dfc13ef2f8d7587e4f0d5842483e965e,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,3d52302ad68974307dac71d13b153c6dc71e3a0f8055e344f596d56bf22a1828,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,3d52302ad68974307dac71d13b153c6dc71e3a0f8055e344f596d56bf22a1828,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,34451d91b7d33921e3897ef758baccb9e8c92549de7406f3f00f2c8fdd7bb932,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,34451d91b7d33921e3897ef758baccb9e8c92549de7406f3f00f2c8fdd7bb932,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,fbced80373b7bb2efb31f861df342a8cc2acf88d60b7736b5bc1de64940b7b7e,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,fbced80373b7bb2efb31f861df342a8cc2acf88d60b7736b5bc1de64940b7b7e,gpt-5.4,,new_primary_first_pass,0,1,valid,0.9,False,False,True
junyi,bfd5041c414623235920da44d6ddeae74d23948ec8d44c4d025d32d50e4f494f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,bfd5041c414623235920da44d6ddeae74d23948ec8d44c4d025d32d50e4f494f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,cb2ff1579a429009950a5173e7417fb408dc4b5c534404906af43df199b20767,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
junyi,cb2ff1579a429009950a5173e7417fb408dc4b5c534404906af43df199b20767,gpt-5.4,,new_primary_first_pass,0,1,valid,0.05,False,False,True
junyi,7add8c0b32544fcba7eb2ef842fdca655b18628577fbeae074c2cf13d799e67c,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,7add8c0b32544fcba7eb2ef842fdca655b18628577fbeae074c2cf13d799e67c,gpt-5.4,,new_primary_first_pass,0,1,valid,0.08,False,False,True
junyi,1f614b76aaa7ae4ff20233f8de2a3a41b19baaedc4c0970b413379954de27d1a,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,1f614b76aaa7ae4ff20233f8de2a3a41b19baaedc4c0970b413379954de27d1a,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,037c01718365adcfd20d8ec25df91f37608b8400090a06408854cc3f2d44ad12,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,037c01718365adcfd20d8ec25df91f37608b8400090a06408854cc3f2d44ad12,gpt-5.4,,new_primary_first_pass,0,1,valid,0.98,False,False,True
junyi,ec3d545f4628fee899ebcd63f20e6c5bf910ac7e6a3deadd3bdcefce8ba20b0f,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.6,True,True,True
junyi,ec3d545f4628fee899ebcd63f20e6c5bf910ac7e6a3deadd3bdcefce8ba20b0f,gpt-5.4,,pilot_cache_hit,0,0,valid,0.2,True,True,True
junyi,ddbb5b408b19ef2967ccd624bde08a9f717a58a4e98b2b4dbac16623e9967f25,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,ddbb5b408b19ef2967ccd624bde08a9f717a58a4e98b2b4dbac16623e9967f25,gpt-5.4,,new_primary_first_pass,0,1,valid,0.9,False,False,True
junyi,328e41b618ed1026805a273cb41671c5024b3eb23d602acbab1110c908c1149f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,328e41b618ed1026805a273cb41671c5024b3eb23d602acbab1110c908c1149f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.98,False,False,True
junyi,a5f33c7f0c8f42e5286b63097b2082ba5e6d2e9da11e5d4b194f7ddce959f658,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,a5f33c7f0c8f42e5286b63097b2082ba5e6d2e9da11e5d4b194f7ddce959f658,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,87a0f04d67f3bf903f97bea6b86fb9728b6efc7929957b6672abaac0ca000aa5,gpt-4o-mini,,new_primary_first_pass,0,1,valid,1.0,False,False,True
junyi,87a0f04d67f3bf903f97bea6b86fb9728b6efc7929957b6672abaac0ca000aa5,gpt-5.4,,new_primary_first_pass,0,1,valid,0.98,False,False,True
junyi,ca5a14e18a69775cede2b1e33cc72e79a92e212548b1537bf21349eb27fafe90,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,ca5a14e18a69775cede2b1e33cc72e79a92e212548b1537bf21349eb27fafe90,gpt-5.4,,new_primary_first_pass,0,1,valid,0.82,False,False,True
junyi,29a46a0d0a224f54a02b223d698c6de7708309fe9eb7cc50f0a741c3584d6ef3,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,29a46a0d0a224f54a02b223d698c6de7708309fe9eb7cc50f0a741c3584d6ef3,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
junyi,026ab88863cc769495504a6a92f73162e162ad4cecbf63a6ee69bae507e30465,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,026ab88863cc769495504a6a92f73162e162ad4cecbf63a6ee69bae507e30465,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
junyi,61c859365182ff68e46ac7efb1570afa4c4013247fbc572303433378cdfe8d86,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,61c859365182ff68e46ac7efb1570afa4c4013247fbc572303433378cdfe8d86,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,8901a212961e26b49fbb44265f7c57d87000cd9b63276c682433385a7d7239b4,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,8901a212961e26b49fbb44265f7c57d87000cd9b63276c682433385a7d7239b4,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
junyi,52f348270005d0d30593b715eca75a529f1613a796a12c8e142d074e6a3ea51a,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.3,False,False,True
junyi,52f348270005d0d30593b715eca75a529f1613a796a12c8e142d074e6a3ea51a,gpt-5.4,,new_primary_first_pass,0,1,valid,0.05,False,False,True
junyi,2ecfc9389e1f91bf282392cda1e1638e2dc60430f4b5be351d939613bc1e99d2,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,2ecfc9389e1f91bf282392cda1e1638e2dc60430f4b5be351d939613bc1e99d2,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,99525e1cd823a93bb26e01c160af9672f2ac2979bba0a7af22ba618ed357f57c,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,99525e1cd823a93bb26e01c160af9672f2ac2979bba0a7af22ba618ed357f57c,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,d9d0028e89dd64de320860e422bd5fb0939716e5096b9532c06f683f2215ef97,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,d9d0028e89dd64de320860e422bd5fb0939716e5096b9532c06f683f2215ef97,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,176033fe3d935c13953dda631eacb7670a1e1bbdb945ad181028bc5b1269c1ae,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,176033fe3d935c13953dda631eacb7670a1e1bbdb945ad181028bc5b1269c1ae,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,6d3735f6775671017f9ac8874a0dd55badfe5f0d3931e8878855b2edb83edeaa,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,6d3735f6775671017f9ac8874a0dd55badfe5f0d3931e8878855b2edb83edeaa,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,f25d011b09472a3da58a0cba451b8a4388ad2eb14e224d196e5c29fcc02b57dd,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.8,True,True,True
junyi,f25d011b09472a3da58a0cba451b8a4388ad2eb14e224d196e5c29fcc02b57dd,gpt-5.4,,pilot_cache_hit,0,0,valid,0.42,True,True,True
junyi,a46a1cdf053f41b1fc503b4657ae35113b2b1dfb5e5382518d5883cd2b217a9d,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.7,True,True,True
junyi,a46a1cdf053f41b1fc503b4657ae35113b2b1dfb5e5382518d5883cd2b217a9d,gpt-5.4,,pilot_cache_hit,0,0,valid,0.42,True,True,True
junyi,cd368384d6c17170258eb9113fb815dc61e89959e8285b964987fe08eed3c0e7,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.4,True,True,True
junyi,cd368384d6c17170258eb9113fb815dc61e89959e8285b964987fe08eed3c0e7,gpt-5.4,,pilot_cache_hit,0,0,valid,0.2,True,True,True
junyi,15e919e9b4709f93cffcaa0764b7bd65aa37d17fbb98042670fb838b4f5c4b38,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.9,False,False,True
junyi,15e919e9b4709f93cffcaa0764b7bd65aa37d17fbb98042670fb838b4f5c4b38,gpt-5.4,,new_primary_first_pass,0,1,valid,0.86,False,False,True
junyi,d14a670931a84e938045327474b5c679ed6714a8a42c87fea6bf0817869c6ebc,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,d14a670931a84e938045327474b5c679ed6714a8a42c87fea6bf0817869c6ebc,gpt-5.4,,new_primary_first_pass,0,1,valid,0.42,False,False,True
junyi,5c9de70f3c8adb010eb2cb1a2a1c0d0d7a4abcc4c383566128f2ee06ade15f23,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,5c9de70f3c8adb010eb2cb1a2a1c0d0d7a4abcc4c383566128f2ee06ade15f23,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,a3d480ea10cc0d7e8432b2ff15cbefae4a7e3b8ac8a657ae31fe6e728fb2c623,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,a3d480ea10cc0d7e8432b2ff15cbefae4a7e3b8ac8a657ae31fe6e728fb2c623,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,b4359d172764e9b4146e42312690df55900dcc943eb663611aebc474324addd0,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,b4359d172764e9b4146e42312690df55900dcc943eb663611aebc474324addd0,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,e62d35dca0aefe4dd7bf191e618bcc642f6fb69de435af05898ea6af3aeb977e,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,e62d35dca0aefe4dd7bf191e618bcc642f6fb69de435af05898ea6af3aeb977e,gpt-5.4,,new_primary_first_pass,0,1,valid,0.86,False,False,True
junyi,4fe018d36533ddf5eb965dd5c71dd9e0946dd5f3384faa9c3980d884a20d5d48,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,4fe018d36533ddf5eb965dd5c71dd9e0946dd5f3384faa9c3980d884a20d5d48,gpt-5.4,,new_primary_first_pass,0,1,valid,0.93,False,False,True
junyi,fb387c415cd1a87779f462b94e1dc16590bf6886d43144a134339c0bacd057b9,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,fb387c415cd1a87779f462b94e1dc16590bf6886d43144a134339c0bacd057b9,gpt-5.4,,new_primary_first_pass,0,1,valid,0.9,False,False,True
junyi,73611fbdd033e28ec537c134e14906b1f8bd149df7ddb8a7c8eb4b7458084909,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,73611fbdd033e28ec537c134e14906b1f8bd149df7ddb8a7c8eb4b7458084909,gpt-5.4,,new_primary_first_pass,0,1,valid,0.02,False,False,True
junyi,f8ec2095180435e247515e8744ce3d681b5416b2340646a21894bce4cf9d2c05,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,f8ec2095180435e247515e8744ce3d681b5416b2340646a21894bce4cf9d2c05,gpt-5.4,,new_primary_first_pass,0,1,valid,0.86,False,False,True
junyi,c0d5193e5d30df85cca7094b2a8dd6096116de32ce8effbac2c795c8fad06d8c,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,c0d5193e5d30df85cca7094b2a8dd6096116de32ce8effbac2c795c8fad06d8c,gpt-5.4,,new_primary_first_pass,0,1,valid,0.78,False,False,True
junyi,e5001b7efb5f835bb4cef4747cffca508a05169e6edf2a228aaf954ae6dc90ff,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,e5001b7efb5f835bb4cef4747cffca508a05169e6edf2a228aaf954ae6dc90ff,gpt-5.4,,new_primary_first_pass,0,1,valid,0.86,False,False,True
junyi,853baf34dc737b34dbed76ba2ce614cb6cfeaf7c860f3d27729ec8dbef42fba5,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,853baf34dc737b34dbed76ba2ce614cb6cfeaf7c860f3d27729ec8dbef42fba5,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,9e59ed7de4bb19b491c8d0d74f85768ed9b788fe2a037c5e41b81b11eb664345,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,9e59ed7de4bb19b491c8d0d74f85768ed9b788fe2a037c5e41b81b11eb664345,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,00934e4492680247c5d4b3abadae7f473df31b935da54ea2685052381730b8de,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,00934e4492680247c5d4b3abadae7f473df31b935da54ea2685052381730b8de,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,4071ca6d02e8379476bb6851996cb33bf9be28cb5aa8b5c9b3fa8d1702566333,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,4071ca6d02e8379476bb6851996cb33bf9be28cb5aa8b5c9b3fa8d1702566333,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,5444708d2b37698be198af7abcce63b4192efcb62da3ac136fe8c7bdd1416a74,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,5444708d2b37698be198af7abcce63b4192efcb62da3ac136fe8c7bdd1416a74,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,f9e19c795f24a0399eee10ff075dcfaa8167b18602bd35a7184ce97a0437bb71,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,f9e19c795f24a0399eee10ff075dcfaa8167b18602bd35a7184ce97a0437bb71,gpt-5.4,,new_primary_first_pass,0,1,valid,0.1,False,False,True
junyi,a777cc9ee5ee645ddc0e070427050a601f80ae2ae2b8b2031923cc831dd94a77,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,a777cc9ee5ee645ddc0e070427050a601f80ae2ae2b8b2031923cc831dd94a77,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,0ebe0b1b0a6325aed5b2183a08eb21d3b35c06fcfa31bacab579550fd0190c0d,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.2,True,True,True
junyi,0ebe0b1b0a6325aed5b2183a08eb21d3b35c06fcfa31bacab579550fd0190c0d,gpt-5.4,,pilot_cache_hit,0,0,valid,0.08,True,True,True
junyi,12c510063e1e26cab6ee308ca01b2b0bf46d16ae4ac40317440051414945d50f,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,12c510063e1e26cab6ee308ca01b2b0bf46d16ae4ac40317440051414945d50f,gpt-5.4,,new_primary_first_pass,0,1,valid,0.3,False,False,True
junyi,b4117f91b1f79c5279a43edfd6ffe537b98f9a107364092d3cc6384914498a88,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,b4117f91b1f79c5279a43edfd6ffe537b98f9a107364092d3cc6384914498a88,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
junyi,1a8ec426d1060a8798939db5e4a9c1ace4ed3f1e059fb890ba579a3d856ac28b,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,1a8ec426d1060a8798939db5e4a9c1ace4ed3f1e059fb890ba579a3d856ac28b,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
junyi,bd1045bb1e1dafc884104902d57b1c2f8d5fb6d2faf4b619719f887bd852421b,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,bd1045bb1e1dafc884104902d57b1c2f8d5fb6d2faf4b619719f887bd852421b,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,a8122fbb9b15cb68445960d5f1cef04c322f6826e3f38ef31f25d5e68edab832,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,a8122fbb9b15cb68445960d5f1cef04c322f6826e3f38ef31f25d5e68edab832,gpt-5.4,,new_primary_first_pass,0,1,valid,0.28,False,False,True
junyi,a724860cc3c5173cefc9264ada6a32781065fc9903f9946452eebb8754e06b00,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,a724860cc3c5173cefc9264ada6a32781065fc9903f9946452eebb8754e06b00,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,9f5ac37e93344888f31695df105d48e815935adf7a2a3b67c98af13e9f902738,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,9f5ac37e93344888f31695df105d48e815935adf7a2a3b67c98af13e9f902738,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,cd87db120613cec93274232e00ca5df0da10013402521092d021b1dee02258ed,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,cd87db120613cec93274232e00ca5df0da10013402521092d021b1dee02258ed,gpt-5.4,,new_primary_first_pass,0,1,valid,0.86,False,False,True
junyi,9edde63f6c85929f017a6471bd153304dcc4257cb5046b389f2a7fa90c5251f3,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.8,True,True,True
junyi,9edde63f6c85929f017a6471bd153304dcc4257cb5046b389f2a7fa90c5251f3,gpt-5.4,,pilot_cache_hit,0,0,valid,0.99,True,True,True
junyi,6502fb716430c83a018328755826a1b7267147ed688deb246918390b48c490bd,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,6502fb716430c83a018328755826a1b7267147ed688deb246918390b48c490bd,gpt-5.4,,new_primary_first_pass,0,1,valid,0.78,False,False,True
junyi,f68e9197a032598b8fc91c55a447e2fbd874677820f3cd61db342d6b459b9984,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,f68e9197a032598b8fc91c55a447e2fbd874677820f3cd61db342d6b459b9984,gpt-5.4,,new_primary_first_pass,0,1,valid,0.2,False,False,True
junyi,4fa9a34bd5ba60a39ddd61c5f9993f04a5387080821a33cf4686f96f6b1761cb,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,4fa9a34bd5ba60a39ddd61c5f9993f04a5387080821a33cf4686f96f6b1761cb,gpt-5.4,,new_primary_first_pass,0,1,valid,0.08,False,False,True
junyi,4fc7dbffc6b0f7552ab9652a8b0018d1a1425f0c675b38f25f540269a5f26b0c,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.4,False,False,True
junyi,4fc7dbffc6b0f7552ab9652a8b0018d1a1425f0c675b38f25f540269a5f26b0c,gpt-5.4,,new_primary_first_pass,0,1,valid,0.18,False,False,True
junyi,9c658d5a2f4f0610f8ea41af9615d2b2c6f10995ca781c8cda9bea3f2bc9ffc3,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.8,False,False,True
junyi,9c658d5a2f4f0610f8ea41af9615d2b2c6f10995ca781c8cda9bea3f2bc9ffc3,gpt-5.4,,new_primary_first_pass,0,1,valid,0.78,False,False,True
junyi,3b4c0635717663f920f32f296350c2718d3f7f77a88984019db6fb6df884c05e,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,3b4c0635717663f920f32f296350c2718d3f7f77a88984019db6fb6df884c05e,gpt-5.4,,new_primary_first_pass,0,1,valid,0.98,False,False,True
junyi,305119a391240e5ca1fab31d4dcd3c8973a5b1f536cf7a9d91a4ced57c283340,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,305119a391240e5ca1fab31d4dcd3c8973a5b1f536cf7a9d91a4ced57c283340,gpt-5.4,,new_primary_first_pass,0,1,valid,0.34,False,False,True
junyi,195ff6b9f1ec7d0b7eacc3a3e50a0701c380208031fb818b1316a868f0e18de5,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.6,True,True,True
junyi,195ff6b9f1ec7d0b7eacc3a3e50a0701c380208031fb818b1316a868f0e18de5,gpt-5.4,,pilot_cache_hit,0,0,valid,0.1,True,True,True
junyi,13f972a78df331a698bcddaee9ac37c47deb6206e9f449a914253e81c97279e1,gpt-4o-mini,,pilot_cache_hit,0,0,valid,0.7,True,True,True
junyi,13f972a78df331a698bcddaee9ac37c47deb6206e9f449a914253e81c97279e1,gpt-5.4,,pilot_cache_hit,0,0,valid,0.08,True,True,True
junyi,68972f4a298649fa6afa1cd2242242ba8b395a8f6aa5da7e897810abe093c6b2,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.7,False,False,True
junyi,68972f4a298649fa6afa1cd2242242ba8b395a8f6aa5da7e897810abe093c6b2,gpt-5.4,,new_primary_first_pass,0,1,valid,0.62,False,False,True
junyi,5b3174e164dbe4c1a10ed13c52123ebfbc360aef43fc342d078093dcbe3b6efb,gpt-4o-mini,,new_primary_first_pass,0,1,valid,0.6,False,False,True
junyi,5b3174e164dbe4c1a10ed13c52123ebfbc360aef43fc342d078093dcbe3b6efb,gpt-5.4,,new_primary_first_pass,0,1,valid,0.98,False,False,True
